time_ns,LNA_P,LNA_N,Mixer_IF_P,Mixer_IF_N,IFA_P,IFA_N,VGA_P,VGA_N
100.558801,0.88692362,0.887777937,0.831357683,0.845105154,2.74318565,2.85762379,1.70884853,1.07465433
100.658801,0.887441491,0.888637445,0.83066068,0.844780938,2.74993455,2.84765684,1.46709067,1.25219977
100.758801,0.887948396,0.886354278,0.841632914,0.855336446,2.75847961,2.84681117,1.30063726,1.38013368
100.858801,0.888032436,0.887822514,0.824623882,0.838626118,2.75843302,2.84016264,1.2129979,1.49846462
100.95880100000001,0.886692206,0.888416586,0.842388509,0.856322182,2.76340746,2.84086935,1.15427753,1.56204535
101.058801,0.887772631,0.886918178,0.831448979,0.845251522,2.76267811,2.83740249,1.11973867,1.59742567
101.15880100000001,0.888640346,0.887444644,0.830480905,0.844682124,2.76381553,2.83684824,1.10327511,1.61702574
101.258801,0.886355633,0.887949742,0.841648641,0.855441412,2.76566695,2.83793102,1.09776662,1.62365024
101.358801,0.887816884,0.888026597,0.824584896,0.838681015,2.76322649,2.83504775,1.09897379,1.62333553
101.45880100000001,0.888423385,0.886699134,0.842249187,0.856281364,2.76628344,2.83800685,1.10346545,1.61989814
101.558801,0.886912751,0.887767355,0.83152655,0.845425194,2.7642429,2.83586752,1.10826929,1.6138785
101.658801,0.887447662,0.888643109,0.830304301,0.844601911,2.76452236,2.83606513,1.11470308,1.60840844
101.75880099999999,0.887951087,0.886356976,0.841683394,0.855574045,2.76593304,2.83766451,1.12215136,1.60034553
101.858801,0.888020647,0.887811143,0.824547576,0.838739543,2.76317066,2.83507114,1.13098848,1.59131357
101.958801,0.886706148,0.888430267,0.842113066,0.856244056,2.76604899,2.83819362,1.13953391,1.58320055
102.05880099999999,0.887762042,0.886907297,0.831606795,0.84560163,2.76395204,2.83619052,1.14626269,1.57506301
102.158801,0.888645789,0.887450599,0.83012852,0.84452247,2.7641444,2.83639329,1.15324917,1.56906598
102.25880099999999,0.886358223,0.887952312,0.841708484,0.855697027,2.76557789,2.83804737,1.16038998,1.5613958
102.358801,0.887805339,0.888014633,0.824510961,0.838798793,2.76278174,2.83545389,1.16876004,1.55300971
102.458801,0.888437157,0.886713174,0.841974452,0.856204167,2.76565136,2.83855583,1.17647115,1.54589641
102.558801,0.886901849,0.88775673,0.831688848,0.845780126,2.76358433,2.83659207,1.18233972,1.53875324
102.658801,0.887453456,0.888648386,0.829953573,0.844443828,2.76375061,2.83673065,1.1880184,1.53404384
102.758801,0.887954108,0.886359912,0.841723876,0.855809837,2.76526021,2.83838574,1.19338851,1.52806665
102.858801,0.888008589,0.887799502,0.824473931,0.838857203,2.76246587,2.83575811,1.20022781,1.52117955
102.958801,0.886720211,0.888444056,0.841833297,0.85616142,2.76534342,2.83882743,1.20663832,1.51539599
103.058801,0.887751528,0.886896507,0.831769147,0.845956246,2.76332756,2.83688171,1.21126569,1.50951893
103.158801,0.888650911,0.887456243,0.8297787,0.844364835,2.76347207,2.83695824,1.215675,1.50609583
103.258801,0.886361517,0.887955694,0.841758829,0.855942147,2.76504394,2.83862729,1.21974372,1.50142391
103.358801,0.887793706,0.888002578,0.824444766,0.838923446,2.76224225,2.83597495,1.22548052,1.49562925
103.45880100000001,0.888450943,0.88672724,0.841691567,0.856117851,2.76512114,2.8390157,1.23097259,1.49079926
103.558801,0.886891335,0.887746462,0.831856131,0.846139132,2.76314661,2.83709882,1.23465088,1.48589669
103.658801,0.887458912,0.888653315,0.829607804,0.844289808,2.76325466,2.83712696,1.23836412,1.48319232
103.758801,0.887960616,0.886365935,0.841765897,0.856044854,2.76488918,2.83879705,1.2412475,1.47970305
103.858801,0.887996417,0.887787754,0.824410933,0.83898438,2.7621,2.83611149,1.24571163,1.47516083
103.95880100000001,0.886734284,0.888457844,0.841546508,0.856070475,2.7649823,2.83912159,1.25025173,1.47131613
104.058801,0.887741341,0.886886078,0.831934219,0.846312442,2.76304995,2.83723087,1.25314908,1.46721276
104.15880100000001,0.888655713,0.887461573,0.829432141,0.844209053,2.76314176,2.8371917,1.25582736,1.46554515
104.258801,0.88636701,0.887961641,0.841794873,0.856169849,2.76483821,2.83887743,1.25771874,1.46306886
104.358801,0.887781884,0.887990335,0.824388572,0.83905668,2.76204708,2.83616122,1.261182,1.45950592
104.45880100000001,0.888464724,0.886741311,0.841401133,0.856022361,2.76491652,2.83915481,1.26527921,1.45613208
104.558801,0.886881361,0.887736691,0.832022549,0.846496306,2.76301864,2.83729804,1.26764425,1.45256435
104.658801,0.887464109,0.888657984,0.82926088,0.844132593,2.76306949,2.83721732,1.27003613,1.4511934
104.75880099999999,0.88796313,0.88636857,0.841828136,0.856299252,2.76482207,2.83892254,1.27120418,1.44945043
104.858801,0.887983957,0.887775716,0.824357486,0.839119489,2.76203008,2.83617542,1.27386405,1.4466684
104.958801,0.886748335,0.8884716,0.841253099,0.85597119,2.76488836,2.83915037,1.27750103,1.4437748
105.053,0.887341371,0.887661937,0.826371105,0.841919233,2.7386631,2.85265831,1.51585734,1.16152654
105.153,0.88709554,0.888647106,0.835770503,0.850959559,2.74036091,2.86814095,1.91490592,0.78939008
105.246847,0.886705788,0.88777421,0.833985208,0.849658759,2.71976306,2.87107522,2.07943001,0.702464623
105.346847,0.88758031,0.88859823,0.827009614,0.842383162,2.72256931,2.88199152,2.20736867,0.594412925
105.446847,0.888052472,0.886377218,0.842908501,0.857701317,2.73848021,2.87130967,2.03766481,0.763568058
105.546847,0.887741722,0.887758419,0.825036397,0.839961055,2.74354569,2.8542095,1.73623935,1.05118877
105.646847,0.886908213,0.888573731,0.83888062,0.853839868,2.75461781,2.84816071,1.45857849,1.27825978
105.746847,0.887744273,0.886699086,0.834498003,0.84919568,2.7596609,2.84114422,1.28487869,1.44132773
105.846847,0.888599639,0.887581954,0.826867451,0.841986115,2.76269169,2.83654557,1.18147942,1.54274045
105.946847,0.886381484,0.888056685,0.842950567,0.857704683,2.76742884,2.83670667,1.12196118,1.60020163
106.046847,0.887752305,0.887735522,0.825067137,0.840030674,2.76587749,2.83232111,1.08955161,1.63061596
106.14684700000001,0.888580368,0.886915025,0.838709033,0.853742754,2.76923932,2.83411646,1.07478065,1.64596675
106.246847,0.886695453,0.887740745,0.834588638,0.849367951,2.7685572,2.83256585,1.06872247,1.65009021
106.346847,0.887582718,0.888600137,0.826719778,0.841923342,2.76792589,2.8315502,1.07123502,1.64840533
106.446847,0.888060304,0.886385172,0.842948675,0.857791534,2.77037467,2.83399569,1.07758321,1.64186901
106.546847,0.887728175,0.887745154,0.825075748,0.840126623,2.76738019,2.83097369,1.08508147,1.63357311
106.64684700000001,0.886921505,0.88858667,0.838526804,0.853650498,2.76982936,2.83356468,1.09417848,1.62577312
106.746847,0.887737308,0.886691908,0.834675544,0.849543197,2.76866967,2.8325305,1.10147172,1.61687852
106.84684700000001,0.888600318,0.887583238,0.826566605,0.841857567,2.76770439,2.83174089,1.11104924,1.60823408
106.946847,0.886388948,0.888064004,0.842945207,0.857877803,2.77000466,2.83438557,1.12128175,1.59783849
107.046847,0.887738123,0.887720957,0.825091615,0.840230254,2.76690303,2.8314533,1.13036783,1.58793167
107.146847,0.888593047,0.886928064,0.838346697,0.85356059,2.76928557,2.83405549,1.13959741,1.58000337
107.24684699999999,0.88668844,0.887733944,0.83476216,0.849718272,2.76815359,2.83307678,1.14613868,1.57188126
107.346847,0.887583539,0.888600354,0.826431197,0.841809483,2.76715304,2.83224053,1.15444777,1.56452236
107.44684699999999,0.888067669,0.886392695,0.842943657,0.857966027,2.76949291,2.83490862,1.16340386,1.55544777
107.546847,0.887713712,0.887731062,0.82511021,0.840336554,2.76639739,2.83196209,1.1710986,1.54695184
107.646847,0.886934509,0.888599322,0.838168176,0.853472555,2.7687666,2.83452393,1.17897413,1.54041222
107.746847,0.88773065,0.886685047,0.834848831,0.849893452,2.76769843,2.83356518,1.18398268,1.53385547
107.846847,0.888598675,0.887582353,0.826267671,0.841733076,2.76669711,2.83265027,1.19035135,1.52844409
107.94684699999999,0.886396639,0.888071529,0.842934731,0.858046452,2.7690975,2.83531639,1.19755819,1.52115019
108.046847,0.887724,0.887706466,0.825129209,0.840442968,2.76601894,2.83234799,1.20376598,1.51414
108.146847,0.888605627,0.886941004,0.837985533,0.853379775,2.76838452,2.8348568,1.2102375,1.50902446
108.246847,0.886681744,0.887727443,0.834934222,0.850066981,2.76738128,2.83391859,1.21383781,1.50389334
108.346847,0.887582621,0.888598698,0.826138151,0.84169038,2.76636447,2.83293946,1.21877715,1.49990772
108.446847,0.888075443,0.886400628,0.842931452,0.858132606,2.76881249,2.83561518,1.2247187,1.49390466
108.546847,0.887699193,0.887716908,0.825151643,0.840552611,2.76574311,2.83263449,1.22990944,1.48790194
108.646847,0.886947314,0.888611744,0.837809936,0.853294306,2.76809677,2.83509643,1.23524371,1.48393672
108.746847,0.887724366,0.886678575,0.835023446,0.850244465,2.76714133,2.8341972,1.23808085,1.47958167
108.846847,0.888598818,0.887582997,0.826007464,0.841645959,2.76611265,2.83315029,1.24178531,1.47682222
108.946847,0.886404808,0.888079533,0.84291804,0.858207881,2.76861955,2.83582242,1.2462885,1.47227864
109.046847,0.88770982,0.887691925,0.825174139,0.84066182,2.76556669,2.83282351,1.25038953,1.46735031
109.14684700000001,0.888617973,0.886953736,0.837621748,0.853195345,2.7679062,2.83524025,1.25481975,1.46429982
109.246847,0.886675376,0.887721254,0.835104562,0.850412777,2.76701905,2.83435815,1.25655076,1.46106081
109.346847,0.887582518,0.888598124,0.825890074,0.841614111,2.76597399,2.83325283,1.2591641,1.45937973
109.446847,0.888083606,0.886408972,0.842907899,0.8582858,2.76853265,2.83592418,1.26255838,1.4559673
109.546847,0.887684636,0.887702709,0.825200369,0.840774362,2.76547875,2.83292613,1.26615479,1.4515285
109.64684700000001,0.886960111,0.88862415,0.837436939,0.853099189,2.76779764,2.83530246,1.26998326,1.44909019
109.746847,0.887718279,0.886672319,0.835189924,0.850585347,2.76695027,2.83446723,1.27138151,1.44619443
109.84684700000001,0.888597761,0.887582401,0.825764656,0.841574344,2.76588214,2.83330693,1.27321948,1.44527569
109.946847,0.886413325,0.888087889,0.842889403,0.858355069,2.76848654,2.83598521,1.27576139,1.44273776
110.041,0.88845716,0.887917847,0.823786324,0.840605441,2.75145418,2.84737468,1.48152951,1.2516722
110.14099999999999,0.886626329,0.888380989,0.842150154,0.858091597,2.72482362,2.85215308,1.74785919,0.671219595
110.234915,0.887249925,0.887465037,0.825837218,0.842807048,2.72913937,2.86680836,1.90380114,0.708254048
110.334915,0.887100073,0.888686657,0.834662798,0.850918969,2.72602111,2.88191283,2.10823892,0.579882396
110.434915,0.887757455,0.886552522,0.837224251,0.852904879,2.74142137,2.87028754,2.0234385,0.721244049
110.534915,0.888485785,0.887646428,0.82446267,0.840453364,2.74739783,2.85333118,1.76389551,1.02296332
110.63491499999999,0.886475733,0.888200187,0.84302577,0.858692235,2.75725925,2.84457933,1.50371234,1.24063157
110.734915,0.887673006,0.887448113,0.826668964,0.842441194,2.76192822,2.83772312,1.3085921,1.37996064
110.834915,0.888694881,0.887108553,0.83449627,0.850446841,2.7671172,2.83531754,1.20232041,1.51038307
110.934915,0.886551477,0.887756442,0.837370142,0.85298712,2.76941882,2.83282374,1.13385785,1.58076888
111.034915,0.887644307,0.888483424,0.824381703,0.840396164,2.76914885,2.8295629,1.09656005,1.62020743
111.134915,0.888206046,0.886481742,0.8429855,0.858715304,2.77298343,2.83170795,1.07820515,1.64063922
111.234915,0.887440922,0.887665955,0.826709671,0.842549784,2.77071076,2.82831247,1.07045865,1.64892721
111.334915,0.88711385,0.88869993,0.834311099,0.850340576,2.77258029,2.82964131,1.07064046,1.6508602
111.434915,0.88775497,0.88654997,0.837439687,0.853136694,2.7726909,2.82970294,1.07529453,1.64584833
111.534915,0.888480725,0.88764185,0.824289459,0.840382901,2.77083339,2.82788874,1.08356836,1.63821351
111.634915,0.886487263,0.888211435,0.842943041,0.858754221,2.7737179,2.83095466,1.09209007,1.62970937
111.734915,0.887658895,0.887433718,0.826772749,0.842692477,2.77087541,2.8281499,1.10006859,1.62058791
111.83491500000001,0.888704913,0.887119082,0.834123325,0.850234226,2.77237338,2.82977077,1.10887327,1.61275152
111.934915,0.886548715,0.887753706,0.837503657,0.853281385,2.77235034,2.83005805,1.11771225,1.60289342
112.03491500000001,0.887639296,0.888477932,0.824197156,0.840369737,2.7703543,2.82832783,1.12809571,1.59297546
112.134915,0.888217356,0.88649331,0.84288236,0.858775131,2.77320122,2.83146528,1.13735409,1.5838288
112.234915,0.887426604,0.887651921,0.826832669,0.842831862,2.77034491,2.82870253,1.14517646,1.57502319
112.33491500000001,0.887124277,0.888709858,0.833933953,0.850126172,2.771801,2.83027983,1.15303569,1.5682159
112.434915,0.887752462,0.886547442,0.837578194,0.85343638,2.77184281,2.83058578,1.1603001,1.55991972
112.534915,0.888475048,0.887636649,0.824110372,0.840362143,2.76982158,2.8288215,1.16925096,1.55145061
112.63491499999999,0.886499184,0.888223097,0.842828058,0.858802226,2.77270031,2.83195248,1.17711273,1.54373427
112.734915,0.887645003,0.887419537,0.826897213,0.842976025,2.76986673,2.82920035,1.18361345,1.53628024
112.834915,0.888714726,0.887129395,0.833746461,0.850020111,2.77129769,2.83072189,1.19019218,1.53076035
112.93491499999999,0.886547258,0.887752215,0.83763721,0.853575888,2.77141798,2.83103941,1.19573735,1.52416975
113.034915,0.887633834,0.888471987,0.824024173,0.840355204,2.76938499,2.82922378,1.20305799,1.51732647
113.13491499999999,0.888228903,0.886505126,0.842771049,0.858826481,2.77230315,2.83233955,1.20950057,1.51108216
113.234915,0.887412598,0.887638203,0.82696435,0.843122703,2.76950172,2.82958816,1.21457077,1.50508403
113.334915,0.887134496,0.888719575,0.833556385,0.849910826,2.77093277,2.83102972,1.21955804,1.50117222
113.434915,0.887750837,0.886545856,0.837710203,0.853728707,2.77113594,2.83135085,1.22343077,1.4962708
113.534915,0.888468837,0.88763092,0.82394002,0.840349456,2.76909654,2.82948102,1.22919476,1.49097616
113.63491499999999,0.886511129,0.888234766,0.842712152,0.858848327,2.77204578,2.83258865,1.23446034,1.48595152
113.734915,0.887631342,0.887405598,0.827028866,0.843265871,2.76927479,2.8298385,1.23844513,1.48104818
113.834915,0.88872436,0.887139534,0.833366889,0.849801742,2.77068678,2.83122144,1.24235093,1.47823501
113.934915,0.886542345,0.887747613,0.837830062,0.853930954,2.77096093,2.83157165,1.2451199,1.47445012
114.034915,0.887627334,0.888464969,0.82385777,0.840346032,2.7688987,2.82965211,1.24985711,1.47016428
114.134915,0.888240687,0.886517192,0.8426508,0.858867483,2.77186454,2.83276195,1.25442465,1.46586781
114.234915,0.887398001,0.887623755,0.827101307,0.843417588,2.76912382,2.83001629,1.2575075,1.46186366
114.334915,0.887144501,0.888729076,0.833178359,0.849693356,2.77050505,2.8313501,1.2607385,1.45974036
114.434915,0.887747182,0.886541891,0.837892124,0.854071439,2.77084724,2.83171596,1.26249665,1.4569761
114.534915,0.888461588,0.887624202,0.823770605,0.840336454,2.76878317,2.82974073,1.26598636,1.45391615
114.634915,0.886523329,0.88824668,0.842586116,0.858882641,2.77177348,2.8328451,1.26971747,1.45048147
114.734915,0.887616997,0.8873911,0.827167734,0.84356173,2.76906116,2.83010496,1.27205571,1.44721959
114.83491500000001,0.888733752,0.887149431,0.832988888,0.849583272,2.77041819,2.83138487,1.27456105,1.44583038
114.934915,0.88654121,0.887746499,0.8379601,0.854217932,2.77081937,2.83177726,1.27557511,1.44382228
115.028944,0.888458646,0.887211359,0.825307507,0.84339315,2.75774093,2.84003335,1.33971647,1.36705337
115.12894399999999,0.886420293,0.888008039,0.842126449,0.858846888,2.743875,2.8638891,1.91788074,0.741158318
115.223,0.888471623,0.887727808,0.823392499,0.841502564,2.73948806,2.86134414,2.00111034,0.797550381
115.32300000000001,0.886618535,0.888366208,0.841723901,0.858628162,2.7261999,2.87621293,2.22466033,0.585105223
115.423,0.887603773,0.887188734,0.828917237,0.845567357,2.74109863,2.86607558,2.0914835,0.706287772
115.523,0.888757349,0.887265675,0.83046298,0.847293005,2.75027216,2.85196563,1.80320956,0.997468236
115.623,0.886474521,0.887811914,0.839564046,0.855980899,2.75906258,2.84277887,1.5072199,1.23585563
115.723,0.887637861,0.888301371,0.823248688,0.840003529,2.76366717,2.83421343,1.31433551,1.41288248
115.82300000000001,0.888373005,0.886625174,0.841649441,0.858203381,2.77110943,2.83312826,1.19664079,1.52761933
115.923,0.887181618,0.887596946,0.829048571,0.845612104,2.77137435,2.82810402,1.1269654,1.59377164
116.02300000000001,0.887269756,0.888761184,0.830300904,0.847144443,2.77360097,2.82729385,1.09146179,1.62924287
116.123,0.887812593,0.886475227,0.839613583,0.856082243,2.77559117,2.82760024,1.0739597,1.64499956
116.223,0.888296144,0.887632868,0.823213136,0.840031564,2.77360436,2.82460927,1.06790734,1.65058763
116.32300000000001,0.886632089,0.888379762,0.84154897,0.858173544,2.77696527,2.8275313,1.0684343,1.65074603
116.423,0.887591358,0.887175931,0.829138412,0.845771224,2.77471993,2.82502668,1.07189891,1.64570337
116.52300000000001,0.88876471,0.887273544,0.830119101,0.847034207,2.77531588,2.82569171,1.08067251,1.63828831
116.623,0.886475945,0.887813277,0.839668254,0.85620919,2.77636764,2.82695232,1.08966897,1.62839923
116.723,0.887627775,0.888290848,0.823172157,0.840061357,2.77376468,2.82448052,1.0989569,1.61904516
116.823,0.888386538,0.886639027,0.841444526,0.858142093,2.7767812,2.82771118,1.10795388,1.61089248
116.92299999999999,0.887170158,0.887585681,0.829230845,0.84593454,2.7743644,2.82541529,1.11566794,1.60162241
117.023,0.887277134,0.888768034,0.829944624,0.846931764,2.77481474,2.82613356,1.12620012,1.59244446
117.12299999999999,0.887814022,0.886476727,0.839724218,0.856337749,2.77584925,2.82749672,1.13577277,1.58199489
117.223,0.888285637,0.887622763,0.823140758,0.840100784,2.77319906,2.82502134,1.14450078,1.57320363
117.323,0.886645607,0.888392977,0.841344156,0.858115357,2.77620199,2.82826005,1.15267669,1.56590673
117.423,0.88758002,0.887164402,0.829324699,0.846099439,2.77381953,2.82598415,1.15909541,1.55795946
117.523,0.888771299,0.88728064,0.829761957,0.846820935,2.7742655,2.82662151,1.16760621,1.55082495
117.62299999999999,0.886477614,0.887814868,0.839776493,0.856462318,2.77537073,2.82800133,1.175447,1.5421461
117.723,0.887617325,0.888279997,0.823096483,0.840127288,2.77271855,2.82548275,1.18252812,1.53501019
117.823,0.888400131,0.886652954,0.841229502,0.858073086,2.77575147,2.82868144,1.1890199,1.52943177
117.923,0.887158714,0.887574425,0.829416235,0.846261453,2.7734286,2.82640327,1.19355391,1.52338081
118.023,0.887284108,0.888774499,0.829588417,0.846718725,2.77386904,2.82696124,1.20025119,1.51806921
118.123,0.887815741,0.886478532,0.839830567,0.85658851,2.77503045,2.82837133,1.20685197,1.51065853
118.223,0.888274446,0.887611972,0.823062009,0.840163231,2.77236967,2.82581682,1.21272998,1.50472042
118.323,0.886659903,0.888406906,0.841119673,0.858036031,2.77540821,2.82899823,1.21818508,1.50020287
118.423,0.88756885,0.887153048,0.829509443,0.846425035,2.77313425,2.82672894,1.22142744,1.49544762
118.523,0.888776919,0.887286751,0.82940215,0.846603804,2.77356036,2.82721684,1.22670214,1.49155902
118.623,0.88647958,0.887816733,0.839882348,0.856712259,2.77477889,2.82865361,1.23217198,1.4853009
118.723,0.887606544,0.888268821,0.823029152,0.840200487,2.77211286,2.82606145,1.23697368,1.48042487
118.82300000000001,0.888413639,0.886666806,0.841008368,0.85799719,2.77516028,2.82921997,1.24139402,1.47696047
118.923,0.887147424,0.887563317,0.829602998,0.84658859,2.77293525,2.82696114,1.24354617,1.47329477
119.02300000000001,0.887291404,0.888781138,0.829196487,0.846468673,2.77335089,2.8273677,1.24740901,1.47081649
119.123,0.887817857,0.886480759,0.839929689,0.856830718,2.77463862,2.8288251,1.2516623,1.46579235
119.22300000000001,0.888263126,0.887601042,0.822997633,0.840238476,2.77196707,2.82619737,1.25551478,1.46184752
119.323,0.886673828,0.888420484,0.840891972,0.857952429,2.77502318,2.82933092,1.25906716,1.45926903
119.423,0.887557834,0.887141853,0.829696147,0.846751102,2.77284351,2.8270876,1.26033189,1.45648825
119.52300000000001,0.888784036,0.887294562,0.82903318,0.846375473,2.77323568,2.82743353,1.26328861,1.45491185
119.62300000000002,0.886482276,0.887819295,0.839985207,0.856957306,2.7745767,2.82891893,1.26675102,1.45069963
119.723,0.887595448,0.88825734,0.822970005,0.84027994,2.77188986,2.8262665,1.2700944,1.44724539
119.823,0.88842762,0.886681099,0.840783774,0.857915802,2.77494843,2.82937895,1.27295578,1.44537509
119.923,0.887136229,0.887552289,0.829794224,0.846918462,2.77279826,2.82716899,1.27386116,1.44295088
120.016867,0.8893163,0.887352784,0.833906198,0.852478862,2.77198124,2.83233582,1.29844829,1.42944169
120.11686700000001,0.886577424,0.887698045,0.837510763,0.855051774,2.72781606,2.84669681,1.87670845,0.695111107
120.21099999999998,0.888265802,0.886426039,0.824167737,0.842588463,2.7543563,2.86524597,1.85999087,0.710987267
120.31099999999999,0.886449555,0.887941584,0.841443696,0.859044016,2.72699956,2.87355077,2.10838595,0.569946824
120.411,0.887577611,0.887988751,0.823449081,0.841017299,2.74465266,2.86641229,2.05989227,0.666701798
120.51100000000001,0.888581318,0.88683513,0.838278279,0.855674099,2.75476221,2.8519717,1.81765195,0.967960713
120.61099999999999,0.88690562,0.887572663,0.832633025,0.849857757,2.76064754,2.83804949,1.54630938,1.21317652
120.711,0.887420163,0.888752991,0.826162331,0.843728299,2.76678065,2.83081067,1.3326513,1.35242526
120.811,0.887947752,0.886456227,0.841493722,0.858675303,2.7741877,2.83050284,1.21348167,1.49634027
120.91099999999999,0.887982373,0.887571386,0.823555225,0.841011344,2.77378997,2.82450765,1.13661043,1.57749822
121.011,0.886842119,0.888588113,0.838142259,0.85553539,2.77810505,2.82544598,1.09204956,1.62438087
121.111,0.887569342,0.886902226,0.832729797,0.849993296,2.77784878,2.82323292,1.06926499,1.64783576
121.21100000000001,0.888753794,0.887421233,0.826016873,0.843633234,2.77771738,2.82201991,1.06219943,1.65752612
121.31099999999999,0.886459518,0.887950932,0.841519179,0.858761367,2.78025183,2.82403944,1.06172506,1.65864365
121.411,0.887564551,0.887975375,0.823576846,0.841094157,2.77748287,2.82093349,1.0653791,1.65501786
121.51100000000001,0.888594638,0.886848848,0.837984716,0.855441889,2.78007858,2.82349848,1.07176236,1.64969575
121.61099999999999,0.88689797,0.887565037,0.832807377,0.850132942,2.7787994,2.82232171,1.07905288,1.64122694
121.711,0.887422184,0.888754477,0.825878974,0.843557624,2.77797746,2.82169598,1.08950427,1.63167138
121.811,0.887954196,0.886462897,0.841537475,0.858843061,2.78016342,2.82412908,1.09909607,1.62159679
121.91100000000002,0.887968318,0.887557648,0.823597493,0.841176886,2.77716258,2.82124526,1.10822146,1.6119073
122.011,0.886855559,0.888601143,0.837824873,0.855346238,2.77961123,2.82390499,1.11721355,1.60376726
122.111,0.887561259,0.886894132,0.832910877,0.850298696,2.77831007,2.82283295,1.12532547,1.59443999
122.21100000000001,0.888754855,0.887422819,0.825749233,0.843490548,2.77741387,2.82220579,1.13560618,1.58507942
122.31099999999999,0.886466346,0.887957527,0.841555682,0.858924685,2.77962336,2.82467829,1.1445929,1.57572347
122.411,0.887550377,0.887960854,0.823627479,0.841269303,2.77661499,2.8217889,1.15251848,1.56727172
122.51100000000001,0.888607645,0.886862265,0.837667407,0.855253249,2.77904241,2.8244144,1.16031799,1.56035447
122.61100000000002,0.886890586,0.887557747,0.833011408,0.850461065,2.77781448,2.82334839,1.16669875,1.55272426
122.711,0.88742357,0.888755344,0.825613197,0.843416569,2.77691073,2.82265393,1.17496299,1.54535131
122.811,0.887960959,0.8864699,0.841570603,0.859002694,2.77918251,2.82512978,1.18224629,1.53775887
122.911,0.88795441,0.887544011,0.823643927,0.841348306,2.7761905,2.82221342,1.18855965,1.53094779
123.011,0.886868888,0.888614052,0.837502776,0.855152266,2.7786212,2.82478033,1.19479504,1.52562076
123.11099999999999,0.887554115,0.886886912,0.833112899,0.850623585,2.77746443,2.8237261,1.19946512,1.51972573
123.211,0.888756103,0.887424626,0.825474876,0.843340195,2.77655554,2.82295707,1.20591838,1.51415502
123.311,0.886473529,0.887964462,0.84158579,0.859080702,2.77887136,2.82545413,1.21205931,1.50775822
123.41099999999999,0.887536996,0.887947244,0.823670622,0.841436433,2.77589194,2.82251589,1.21713853,1.50218735
123.511,0.888620471,0.886875518,0.837338844,0.855051744,2.7783194,2.82503156,1.22209524,1.49816214
123.611,0.886883323,0.887550574,0.83321447,0.850786587,2.77722651,2.82399588,1.22546597,1.4935809
123.71099999999998,0.887425351,0.888756565,0.825340359,0.843267043,2.77629725,2.82316893,1.23067168,1.48924793
123.81099999999999,0.887968059,0.886477257,0.841598427,0.85915587,2.77865288,2.82568691,1.23590132,1.48379275
123.911,0.88794006,0.887529961,0.823698873,0.841525717,2.77568707,2.82272726,1.23994275,1.47925683
124.01100000000001,0.886882127,0.888626868,0.837175277,0.854951326,2.77810063,2.82520174,1.24396393,1.4761878
124.11099999999999,0.887547107,0.886879813,0.833315888,0.850949049,2.77707189,2.82418405,1.24623307,1.47271571
124.211,0.888756744,0.887425835,0.825201357,0.843188793,2.77613724,2.82328507,1.25005566,1.46975061
124.311,0.886481072,0.887971742,0.841607496,0.859226685,2.77853972,2.82581441,1.25425709,1.46534781
124.41099999999999,0.88752291,0.887932864,0.823728576,0.841615819,2.77558504,2.82283807,1.25741321,1.46169361
124.511,0.888633223,0.886888698,0.837008733,0.854847158,2.77798689,2.82526768,1.26059742,1.45947623
124.611,0.886876389,0.887543723,0.833416376,0.851109947,2.77701557,2.82427556,1.26202038,1.45685836
124.71100000000001,0.887426119,0.888756769,0.825079797,0.843127359,2.77605842,2.82332133,1.26497888,1.45474531
124.81099999999999,0.887975389,0.886484859,0.841619726,0.859300343,2.7784945,2.82587461,1.26855441,1.45098465
124.911,0.887925637,0.887515827,0.823761426,0.841708557,2.77554774,2.82288576,1.27114149,1.44789189
125.00482199999999,0.890013746,0.887893413,0.83150037,0.849599316,2.77653501,2.8239876,1.2710922,1.44382448
125.104822,0.887091484,0.887504722,0.830696969,0.849056821,2.74431493,2.85353187,1.86988387,0.746703238
125.2006,0.887519963,0.886051027,0.844839652,0.862739062,2.75457772,2.85921106,2.02576771,0.74628002
125.29898599999999,0.886692011,0.887604117,0.836183979,0.854525093,2.72425545,2.86537996,2.24093837,0.574854095
125.398986,0.887495996,0.888631332,0.82324501,0.84159276,2.74536939,2.86501484,2.14577977,0.646641086
125.498986,0.888148676,0.886533387,0.841917913,0.859817219,2.75660132,2.85064466,1.87727555,0.927765358
125.59898599999998,0.887624459,0.887486253,0.825592668,0.843630359,2.76118334,2.83538605,1.56474401,1.19189165
125.69898599999999,0.887053745,0.888755246,0.833337467,0.851434141,2.77114858,2.83060764,1.34105011,1.38895797
125.798986,0.887608934,0.886695933,0.836324105,0.854161302,2.77606478,2.82591189,1.20577324,1.51764614
125.89898600000001,0.888629355,0.887494248,0.823251858,0.841456671,2.77730089,2.82112157,1.12698014,1.59465208
125.99898599999999,0.886539409,0.888154536,0.841906186,0.859784472,2.78213909,2.82240179,1.08289842,1.63760308
126.098986,0.887479371,0.887617469,0.825660211,0.843721409,2.78039815,2.8184389,1.05991227,1.6584001
126.198986,0.888760293,0.887059042,0.833164938,0.851306726,2.78264603,2.81951774,1.05157913,1.66766696
126.29898599999999,0.886694673,0.887607632,0.836402282,0.854289346,2.78297066,2.81936087,1.05103121,1.66669891
126.398986,0.887491731,0.888626608,0.823173492,0.841429656,2.7812395,2.81743111,1.05674881,1.6614152
