time_ns,ADC_P,ADC_N,DIGIF_P,DIGIF_N
245.411,1.23824619,0.518215708,3.29999413,3.09949313
245.511,1.23338995,0.770159163,3.29984081,3.09954875
245.61100000000002,1.19908122,0.968033585,3.29987244,3.09986095
245.711,1.1869056,1.05323197,3.29994657,3.09995812
245.81099999999998,1.18906637,1.09641939,3.29998125,3.09979468
245.91099999999997,1.19212983,1.12544701,3.29995434,3.09962224
246.011,1.19406234,1.1461997,3.29968781,3.09962265
246.111,1.19563031,1.16143549,3.29894021,3.1002545
246.211,1.19680924,1.17233905,3.29716549,3.10179963
246.311,1.19791659,1.18015763,3.2942373,3.10457919
246.41100000000003,1.19898267,1.18585925,3.29022377,3.10844992
246.51099999999997,1.19969732,1.18978925,3.28537962,3.11308175
246.611,1.20045425,1.19276412,3.28009825,3.11829036
246.71099999999998,1.20091575,1.19476485,3.27449713,3.12371034
246.811,1.20128872,1.19613748,3.26881631,3.12929886
246.911,1.20161501,1.19715925,3.26319428,3.13484452
247.01100000000002,1.20160146,1.19771617,3.25774107,3.1401572
247.11100000000002,1.20166897,1.1982901,3.25262782,3.14526992
247.21099999999998,1.20152666,1.19860527,3.24776055,3.15002719
247.31099999999998,1.20140488,1.19880675,3.24319066,3.15456906
247.411,1.20137344,1.19900978,3.23891762,3.15882463
247.511,1.20112338,1.1989924,3.23496171,3.16269055
247.61100000000002,1.20104141,1.19917028,3.23143299,3.16626196
247.711,1.20081904,1.19921655,3.2281765,3.16944604
247.811,1.20064842,1.19925395,3.22521941,3.17240535
247.91099999999997,1.20061769,1.19934976,3.22249444,3.17513949
248.011,1.20040685,1.19925523,3.21999734,3.17756735
248.111,1.20038084,1.19938029,3.2178415,3.17978284
248.21099999999998,1.20021807,1.19939855,3.2158747,3.18169177
248.311,1.20009949,1.19942436,3.21412042,3.18345861
248.411,1.20012669,1.19951488,3.21249535,3.18510281
248.51100000000002,1.19997725,1.19941298,3.21099448,3.18654138
248.61099999999996,1.20001116,1.19952861,3.20974145,3.18785975
248.71099999999998,1.19990934,1.19953437,3.20858685,3.1889617
248.81099999999998,1.19982519,1.19956266,3.20759411,3.18996975
248.911,1.19988635,1.19965676,3.20665435,3.1909325
249.011,1.19977494,1.19954903,3.20575684,3.19176968
249.11100000000002,1.19984617,1.19965262,3.20503987,3.19255376
249.211,1.19978109,1.19964545,3.20436436,3.19317874
249.31099999999998,1.19971451,1.1996685,3.20381882,3.19373977
249.41099999999997,1.19978839,1.19976488,3.20328807,3.19429533
249.511,1.1996931,1.19965261,3.20274666,3.19477678
249.611,1.19978298,1.19974513,3.20234029,3.19525078
249.711,1.19973488,1.19973067,3.20194581,3.19559586
249.811,1.19967748,1.19974606,3.2016552,3.19590133
249.91100000000003,1.19975942,1.19983884,3.20135606,3.19622642
250.00500000000002,1.20602781,1.20609542,3.20150977,3.19693404
250.10499999999996,1.23408306,1.23467717,3.20130002,3.19638808
250.2006,0.958523383,0.691590518,3.09273146,3.29662675
250.29899999999998,1.09684518,0.13123846,3.09839162,3.30021319
250.399,1.18021698,0.0456059965,3.09976227,3.30056544
250.499,1.19077039,0.0319165035,3.09957407,3.30043858
250.59900000000002,1.19382718,0.0236439348,3.09936465,3.30035097
250.699,1.19578021,0.0183211908,3.0991573,3.30021292
250.79900000000004,1.19711773,0.014518202,3.09914974,3.30008369
250.89899999999997,1.19800598,0.0114038524,3.09945606,3.29958517
250.999,1.19856526,0.00890141708,3.10052065,3.29835671
251.099,1.1991427,0.00716962609,3.10270338,3.29609456
251.199,1.19937895,0.00563851449,3.10593261,3.29265244
251.299,1.19965812,0.00460852495,3.11015414,3.28836832
251.399,1.19982176,0.0037880343,3.1149778,3.28339066
251.49900000000002,1.19983468,0.0031694737,3.12024988,3.27797755
251.599,1.19999543,0.0029263548,3.12579342,3.2723832
251.69899999999998,1.19990599,0.00248069411,3.1312924,3.26671068
251.79899999999998,1.19995445,0.00222014238,3.13676485,3.26122473
251.899,1.19994112,0.00187364887,3.14198159,3.25591026
251.999,1.19985014,0.00156954685,3.1470209,3.25078724
252.09900000000002,1.19994811,0.00156508434,3.1518706,3.2459438
252.199,1.1998233,0.00130561642,3.15631545,3.24137869
252.29899999999998,1.19985565,0.00119271681,3.16047952,3.23724906
252.39899999999997,1.19984375,0.000970566681,3.16422049,3.23345454
252.499,1.19976204,0.000764617183,3.16769868,3.2299298
252.599,1.1998758,0.000846577172,3.1709601,3.22670753
252.699,1.19976901,0.000679458226,3.17383682,3.22373784
252.799,1.19982014,0.000640674776,3.17646857,3.22116328
252.89900000000003,1.19982269,0.000501364003,3.17876091,3.21883633
252.99899999999997,1.1997579,0.000340976917,3.18085232,3.21671291
253.099,1.19988804,0.000470268455,3.18282963,3.21478805
253.19899999999998,1.1997941,0.000359052072,3.1845316,3.21300316
253.299,1.19985578,0.000376647839,3.18608984,3.21150952
253.399,1.19986131,0.000289719884,3.18740866,3.21016343
253.49900000000002,1.19979746,0.000127919611,3.18857924,3.20896508
253.59900000000002,1.19993568,0.000276301614,3.18973723,3.20786452
253.69899999999998,1.19984507,0.000190472154,3.19071003,3.2068121
253.79899999999998,1.19990604,0.000232724122,3.19161589,3.20597282
253.899,1.19991232,0.000168406881,3.19234835,3.20521627
253.999,1.19984484,1.91775672e-05,3.19298956,3.20454783
254.09900000000002,1.19997969,0.000172132036,3.19366925,3.20392772
254.199,1.19989047,0.000108802186,3.19422486,3.20329342
254.299,1.19994695,0.00016533055,3.19475668,3.20282833
254.39899999999997,1.19995473,0.00013555857,3.19516763,3.20239493
254.499,1.19987569,-3.14331906e-05,3.19549176,3.20204304
254.599,1.20001163,0.000117828297,3.19589092,3.20170459
254.69899999999998,1.19992172,6.19822697e-05,3.1962064,3.20131076
254.799,1.1999744,0.000123870874,3.196525,3.20105848
254.899,1.19998139,0.000100999969,3.19674588,3.20081648
254.9985,1.19988675,-7.71305856e-05,3.19689223,3.2006309
255.09300000000002,1.1880171,-0.00808253884,3.19997548,3.19751143
255.19299999999998,1.20762478,0.0708382284,3.24342423,3.15507904
255.28699999999998,1.22534147,0.27353593,3.29836243,3.10056343
255.38699999999997,1.22232635,0.449385943,3.29988684,3.09946701
255.487,1.2345004,0.682438679,3.29994423,3.09955731
255.587,1.21161391,0.916192148,3.29984223,3.09971649
255.687,1.19116413,1.03182051,3.29991697,3.09994919
255.787,1.19116381,1.08384326,3.29999397,3.09986829
255.88700000000003,1.1940102,1.11645358,3.29994552,3.09963535
255.98699999999997,1.19606846,1.13971371,3.29981675,3.09959922
256.087,1.19740226,1.15656625,3.29924399,3.09997886
256.187,1.19817002,1.16869781,3.297832,3.10117485
256.287,1.1989631,1.17770516,3.29537826,3.10352501
256.387,1.19954507,1.18404924,3.29176131,3.10691413
256.487,1.20020661,1.18866779,3.2873047,3.11126083
256.58700000000005,1.20086406,1.19194344,3.28217822,3.11623962
256.68699999999995,1.20126243,1.19410626,3.27666745,3.12157754
256.787,1.20168632,1.19580874,3.27108896,3.12710166
256.887,1.20177655,1.19686685,3.26548396,3.1325398
256.987,1.2018498,1.19768752,3.26006924,3.13791096
257.087,1.20188417,1.19828778,3.25482131,3.14308297
257.187,1.20174125,1.19854301,3.24977647,3.14802474
257.28700000000003,1.20173589,1.19888344,3.2450954,3.15271712
257.387,1.20150066,1.19898475,3.24070084,3.15700501
257.48699999999997,1.20133281,1.19914035,3.23670683,3.16100728
257.587,1.20120029,1.19929294,3.23300839,3.16467657
257.687,1.20095819,1.19924703,3.22955986,3.16806111
257.787,1.20092218,1.19937698,3.22646061,3.17120521
257.887,1.20069972,1.19933934,3.22361434,3.17397297
257.987,1.20057007,1.19939783,3.22110477,3.17651262
258.087,1.20047557,1.19950637,3.21884179,3.178766
258.18699999999995,1.20028314,1.19943536,3.21673156,3.18082697
258.287,1.20031251,1.19954646,3.21486133,3.18275477
258.387,1.20016408,1.19949373,3.21313928,3.1844087
258.487,1.20010073,1.199541,3.21166329,3.18592185
258.587,1.20006612,1.19964636,3.2103503,3.18723244
258.687,1.19992445,1.19957342,3.20910522,3.18843272
258.78700000000003,1.20000388,1.19967952,3.20801317,3.18958675
258.887,1.19990381,1.19962183,3.2069921,3.19054342
258.98699999999997,1.1998799,1.1996622,3.2061498,3.19142462
259.087,1.19988115,1.19976128,3.20540804,3.19216689
259.187,1.19976178,1.19968838,3.20468782,3.19284327
259.28700000000003,1.19986498,1.19979066,3.20406084,3.19353386
259.387,1.19979298,1.19972453,3.20344796,3.19408382
259.487,1.19979232,1.19975172,3.20296893,3.1946017
259.587,1.19981315,1.19984125,3.20255754,3.19501513
259.687,1.19969479,1.19977359,3.2021559,3.19537277
259.787,1.19980675,1.19987349,3.20180129,3.1957917
259.887,1.1997495,1.19980102,3.20142322,3.19610761
259.987,1.19976017,1.19981835,3.2011524,3.19641669
260.081,1.2321268,1.22791957,3.19766413,3.20004904
260.18100000000004,0.957221942,0.796419438,3.10196391,3.28683143
260.27500000000003,1.06535122,0.153707633,3.09777855,3.30003094
260.375,1.17641945,0.0431431936,3.09974094,3.30055059
260.47499999999997,1.19012764,0.0254737263,3.09966364,3.30049927
260.575,1.19430631,0.0218078388,3.09941411,3.30036166
260.675,1.19546437,0.0173599147,3.09918957,3.30024174
260.775,1.19709286,0.0138893204,3.09914996,3.30011412
260.875,1.19793838,0.0114172591,3.09938316,3.29964005
260.975,1.19864163,0.00952857083,3.10042421,3.29852727
261.075,1.19904203,0.0077610879,3.10247266,3.29628303
261.17499999999995,1.19934844,0.00628240359,3.10566752,3.29296158
261.275,1.19970451,0.00538137788,3.10983686,3.28869751
261.375,1.19974022,0.00450860309,3.11463548,3.28370008
261.475,1.19989527,0.00395099569,3.11990572,3.27838769
261.575,1.19989849,0.00335267302,3.12530194,3.27282989
261.675,1.19987447,0.00279015355,3.13074776,3.26729686
261.77500000000003,1.2000051,0.00256577604,3.13619611,3.26180417
261.875,1.1998854,0.00220456055,3.14147449,3.25638245
261.97499999999997,1.19993174,0.00204323367,3.14658655,3.25128539
262.075,1.19986916,0.00175535149,3.15133652,3.2464307
262.175,1.19979541,0.00142141182,3.15576691,3.2419642
262.27500000000003,1.19990931,0.0013353811,3.1599227,3.23781338
262.375,1.19979281,0.00111088774,3.16376424,3.23387191
262.475,1.19984802,0.00108327206,3.16735384,3.23033552
262.575,1.19980077,0.000919808111,3.17054244,3.22707578
262.675,1.19974143,0.000692874256,3.17341274,3.22419556
262.775,1.19987241,0.000696851835,3.17604719,3.22158966
262.875,1.19977444,0.000544095177,3.17842791,3.21912796
262.975,1.19984683,0.00059773872,3.18065187,3.21697292
263.07500000000005,1.19981424,0.000504153766,3.18256287,3.21500453
263.175,1.19976395,0.0003555359,3.18426413,3.21330216
263.275,1.19990043,0.000383655237,3.18579152,3.21181242
263.375,1.19980996,0.000254331096,3.18716315,3.21036616
263.475,1.19989319,0.000352380771,3.1884862,3.20911748
263.575,1.19986447,0.000296694125,3.18958444,3.20796708
263.675,1.19981324,0.0001752463,3.19054876,3.20700381
263.77500000000003,1.19995,0.000226707773,3.19141159,3.20618203
263.875,1.19985959,0.000113726312,3.19218253,3.20533824
263.97499999999997,1.19994193,0.000232484425,3.1929724,3.20462439
264.075,1.19991236,0.000195572184,3.19359313,3.20395385
264.175,1.19986325,0.000101679592,3.19413508,3.20341277
264.275,1.19998806,0.000150297683,3.19460943,3.20298104
264.375,1.19989696,3.79568628e-05,3.19502784,3.20248982
264.475,1.19997969,0.000163644373,3.19550796,3.20208647
264.57500000000005,1.19994783,0.000140409554,3.19586032,3.20168569
264.67499999999995,1.19990156,7.71117141e-05,3.19617149,3.20137483
264.775,1.20000988,0.000115707884,3.19642499,3.20116456
264.875,1.19992002,-1.27606714e-05,3.1966285,3.20088812
264.975,1.20000396,0.000116207496,3.19693237,3.20066111
265.069,1.19286455,-0.00213554945,3.20080807,3.19658643
265.169,1.20055748,0.0387678351,3.22569444,3.17258026
265.26300000000003,1.22958279,0.240665637,3.29630411,3.1025216
265.363,1.21631877,0.424425318,3.29982016,3.09942008
265.463,1.22455868,0.598459053,3.30005992,3.09965964
265.563,1.22547549,0.844646742,3.29984629,3.09957541
265.663,1.19812197,1.00340033,3.29990817,3.09991145
265.763,1.19275083,1.06892782,3.29996497,3.09988956
265.863,1.19497512,1.10622558,3.29996142,3.09969051
265.963,1.19716205,1.13238494,3.2998955,3.0995951
266.06300000000005,1.19822022,1.15119613,3.29946069,3.09976531
266.163,1.1989495,1.16500575,3.2984125,3.10070031
266.263,1.19948561,1.17498893,3.29630514,3.10261437
266.363,1.19998376,1.18206871,3.29307708,3.10566369
266.463,1.2006709,1.18727206,3.28890151,3.10973217
266.563,1.20107131,1.19081968,3.28397772,3.11443924
266.663,1.20150675,1.19348463,3.2787064,3.1196366
266.76300000000003,1.20178313,1.19535174,3.27318607,3.12501
266.863,1.20189222,1.19657636,3.2676056,3.13046695
266.96299999999997,1.20210369,1.19754575,3.26209738,3.13593235
267.063,1.20201406,1.19803699,3.25671227,3.14116981
267.163,1.20197561,1.19851736,3.25167368,3.14620223
267.263,1.20183092,1.19884302,3.24690004,3.15089593
267.363,1.20158511,1.19899862,3.24243411,3.15529909
267.463,1.20153674,1.19922427,3.23826455,3.15948157
267.56300000000005,1.20128764,1.19919315,3.23434995,3.16329715
267.66299999999995,1.20116118,1.19931043,3.23086209,3.16681954
267.763,1.20098621,1.19938779,3.22766226,3.16997536
267.863,1.20072956,1.19939064,3.2247761,3.17282748
267.963,1.20069985,1.19952422,3.22213522,3.17550668
268.063,1.20050327,1.19943055,3.21965919,3.17790412
268.163,1.20044701,1.19950036,3.2175157,3.18009792
268.26300000000003,1.20034713,1.19955035,3.21557427,3.1820095
268.363,1.20015869,1.19953411,3.2138557,3.18370383
268.46299999999997,1.20018437,1.19966977,3.21230656,3.18530062
268.563,1.20004975,1.19957555,3.21081536,3.18672049
268.663,1.20005749,1.19963558,3.20955516,3.18803598
268.76300000000003,1.20001639,1.19968049,3.20841927,3.18914732
268.863,1.19987482,1.19965916,3.20743371,3.19011125
268.963,1.19993985,1.19979286,3.20655092,3.19104508
269.063,1.19984229,1.19969567,3.20565719,3.19186993
269.163,1.19988435,1.19974638,3.20492856,3.19265508
269.263,1.19987294,1.19978739,3.204276,3.1932854
269.363,1.19975928,1.19975293,3.20371543,3.19382451
269.463,1.19983771,1.19988698,3.20323339,3.19435906
269.563,1.19975379,1.19979021,3.20269646,3.19482799
269.663,1.19981428,1.19983019,3.20227312,3.19530785
269.763,1.19982215,1.19986231,3.2018939,3.19566616
269.863,1.19971901,1.19981975,3.20158294,3.19595508
269.96299999999997,1.19980224,1.19995278,3.20133339,3.19625797
270.057,1.23022668,1.22281643,3.19523833,3.2024471
270.157,1.03062779,1.02723929,3.19872902,3.19145477
270.251,1.00707266,0.217391125,3.09630309,3.29946099
270.351,1.16872633,0.0495618987,3.09970872,3.30056548
270.451,1.18815923,0.0235489815,3.09969982,3.30050906
270.55100000000004,1.19334443,0.017239873,3.09944692,3.30037018
270.65099999999995,1.19593977,0.0177147711,3.09926694,3.30028974
270.751,1.19664758,0.0136694838,3.09911495,3.30011965
270.851,1.19783363,0.0113891584,3.09932178,3.29978336
270.951,1.1986157,0.00988311075,3.10018374,3.29878133
271.051,1.19899194,0.00850100266,3.10207891,3.29668603
271.151,1.19941958,0.00754274087,3.10521428,3.29348175
271.25100000000003,1.19956224,0.0064381653,3.10923649,3.28925141
271.351,1.19972226,0.00550740989,3.11396918,3.28443015
271.45099999999996,1.19987152,0.00467968978,3.11907368,3.27922061
271.551,1.19983172,0.00390818363,3.12439936,3.27373134
271.651,1.19996552,0.00358290174,3.12992689,3.2681796
271.75100000000003,1.19989071,0.00310511172,3.13532325,3.26262672
271.851,1.19988534,0.00269675428,3.14058393,3.25733123
271.951,1.19993199,0.0023414945,3.14559109,3.25227611
272.051,1.19981514,0.00188405583,3.15032428,3.24743426
272.151,1.19990894,0.00180931279,3.15491768,3.24287043
272.251,1.19981806,0.00157732133,3.15913608,3.23854455
272.351,1.19980822,0.00138869426,3.16303489,3.23465315
272.451,1.19985363,0.00121142914,3.16656183,3.23111699
272.55100000000004,1.19974611,0.000890946615,3.16975003,3.22785248
272.651,1.19985568,0.000930580235,3.1727972,3.22486392
272.751,1.19978426,0.000817712467,3.17551269,3.2220654
272.851,1.19978739,0.000730774864,3.17796258,3.21964121
272.951,1.19985576,0.000669669864,3.18012722,3.21748448
273.051,1.19975345,0.000409599099,3.18201707,3.21553068
273.151,1.19987267,0.000494057837,3.18385325,3.21376429
273.25100000000003,1.19981861,0.000443891261,3.18546634,3.21207784
273.351,1.1998269,0.000411602082,3.18691274,3.21066302
273.45099999999996,1.19990862,0.000431022783,3.18818101,3.20940901
273.551,1.19979561,0.000180474344,3.18922498,3.20830465
273.651,1.19991936,0.000273710904,3.19028851,3.20731504
273.751,1.19987146,0.00025389431,3.19122298,3.20631073
273.851,1.19987631,0.000246679247,3.19206332,3.20550304
273.951,1.19995816,0.000290668945,3.19278689,3.20479653
274.05100000000004,1.19984296,5.87999981e-05,3.19334069,3.204183
274.15099999999995,1.19996531,0.000165250307,3.19396246,3.20363667
274.251,1.19991675,0.000156847847,3.19450156,3.20302929
274.351,1.19991508,0.000164830163,3.19499569,3.20256727
274.451,1.20000104,0.00022906897,3.19540747,3.20217473
274.551,1.19987291,7.60716125e-06,3.19568801,3.20183346
274.651,1.19999288,0.000100091982,3.19604094,3.20155663
274.75100000000003,1.19994796,9.3193159e-05,3.19634816,3.2011822
274.851,1.1999417,0.000112455156,3.19664892,3.20091255
274.95099999999996,1.2000259,0.000186355655,3.19688616,3.20069574
275.04499999999996,1.19678928,0.000835044186,3.20001364,3.1975157
275.145,1.19464926,0.0209200635,3.21684399,3.18123273
275.239,1.22769213,0.193636693,3.28971444,3.10921552
275.339,1.21331732,0.406995333,3.29982429,3.09939501
275.439,1.21237965,0.554381293,3.29995165,3.09961792
275.53900000000004,1.23303782,0.760593584,3.29996552,3.09959384
275.639,1.21052147,0.963337583,3.29986763,3.09977197
275.739,1.19595501,1.05108317,3.29992544,3.09987702
275.839,1.1960525,1.09529108,3.29998845,3.09976403
275.939,1.19773319,1.12464726,3.29991595,3.09958289
276.039,1.19879248,1.14567893,3.2996512,3.09966068
276.139,1.19952908,1.16097862,3.29884275,3.10032261
276.23900000000003,1.19988763,1.17188484,3.29706156,3.10187212
276.339,1.20036882,1.17997286,3.29425501,3.10458536
276.43899999999996,1.20072115,1.18573087,3.29038964,3.10824712
276.539,1.20107631,1.18982707,3.28576757,3.11272952
276.639,1.20153317,1.19284221,3.28062126,3.11776888
276.739,1.20175092,1.19476291,3.27510233,3.12309839
276.839,1.20204025,1.1962671,3.26955249,3.12860428
276.939,1.20207583,1.19725659,3.2640228,3.13399113
277.03900000000004,1.20201326,1.1979299,3.25866547,3.13927426
277.13899999999995,1.20200795,1.19852431,3.25354272,3.14435867
277.239,1.20179929,1.19873793,3.2485915,3.14918767
277.339,1.20175457,1.19902113,3.24399048,3.15380705
277.439,1.20154959,1.19914746,3.23969084,3.1580214
277.539,1.20131477,1.19922263,3.23575582,3.16193162
277.639,1.20119835,1.19941238,3.23217257,3.16552076
277.73900000000003,1.20093025,1.19935765,3.22880405,3.16880444
277.839,1.20087663,1.19945753,3.22577119,3.17188704
277.93899999999996,1.20070413,1.19946144,3.22299661,3.17460342
278.039,1.20051609,1.19946107,3.22053177,3.17706421
278.139,1.20046419,1.19959805,3.21833219,3.1792879
278.23900000000003,1.20025314,1.19952432,3.21627734,3.18127224
278.339,1.20026462,1.1996121,3.21445376,3.18315714
278.439,1.2001699,1.19960313,3.21277774,3.18478515
278.539,1.20005296,1.19959053,3.21131851,3.18624687
278.639,1.20006047,1.19972574,3.21004844,3.1875478
278.739,1.19989999,1.19965392,3.20884173,3.18868863
278.839,1.19995891,1.19973968,3.20778112,3.18981424
278.939,1.19991521,1.19972438,3.20678512,3.1907661
279.039,1.19983848,1.19970488,3.2059426,3.1916126
279.139,1.19988617,1.19982846,3.20522172,3.19236698
279.239,1.1997454,1.19976036,3.20453251,3.19299162
279.339,1.1998228,1.19984658,3.20393239,3.19365781
279.43899999999996,1.19980734,1.19982418,3.20333451,3.19421332
279.539,1.19975287,1.1997942,3.20284791,3.19470367
279.639,1.19982529,1.19990393,3.20244029,3.19514614
279.73900000000003,1.19969184,1.19983519,3.20205294,3.19546917
279.839,1.1997735,1.19992141,3.2017243,3.19586405
279.93899999999996,1.19977193,1.19989432,3.20135766,3.1961894
280.03299999999996,1.2241363,1.21992,3.19803355,3.19984307
280.133,1.15633889,1.20320434,3.23383297,3.16060445
280.227,0.937902492,0.343187422,3.0941487,3.29852596
280.327,1.15453501,0.0631817452,3.0995585,3.30054383
280.427,1.18549921,0.0249607007,3.09971835,3.30049989
280.527,1.19207057,0.0147987823,3.09952904,3.30042244
280.627,1.19544972,0.0136658647,3.09931607,3.30031153
280.72700000000003,1.196356,0.0138514658,3.09912564,3.30015648
280.827,1.19765123,0.0113299967,3.09926022,3.29991173
280.92699999999996,1.19847468,0.01026312,3.09991504,3.29902609
281.027,1.19904046,0.00963977833,3.10168358,3.29717059
281.127,1.1993805,0.00883358681,3.10461636,3.29407392
281.22700000000003,1.19947169,0.00771439912,3.10853158,3.2899829
281.327,1.19975134,0.00685333885,3.11318342,3.28526502
281.427,1.19978241,0.00597949787,3.11823611,3.28001563
281.527,1.1998612,0.00526889851,3.12357545,3.27462836
281.627,1.19989972,0.00453213868,3.12890735,3.26918358
281.727,1.19979132,0.00370272078,3.13416593,3.26380418
281.827,1.19993295,0.00324791302,3.13936756,3.25859346
281.927,1.19986497,0.00279440508,3.14440867,3.25341209
282.027,1.19988465,0.00253513184,3.149302,3.2485251
282.127,1.19987997,0.00221143972,3.15382711,3.24393976
282.227,1.19974975,0.00176832007,3.15802214,3.23967033
282.327,1.19986315,0.00157362704,3.16193191,3.23579479
282.42699999999996,1.19979441,0.00132473245,3.16554774,3.23207739
282.527,1.19982537,0.00126802899,3.16896607,3.22869871
282.627,1.199836,0.00113527621,3.17199939,3.22563521
282.72700000000003,1.19971846,0.0008518834,3.17471406,3.22286962
282.827,1.1998451,0.000793777705,3.17718602,3.22045255
282.92699999999996,1.19978667,0.000644827613,3.17942143,3.21813215
283.027,1.19983612,0.000682530689,3.18153992,3.21606697
283.127,1.19985872,0.000639456798,3.18336972,3.21421944
283.227,1.19975927,0.000438279676,3.18496734,3.21257952
283.327,1.19987999,0.000438006448,3.18641968,3.21118943
283.427,1.19982601,0.000319082268,3.18770136,3.20982875
283.52700000000004,1.1998841,0.000394759752,3.18896009,3.20862751
283.62699999999995,1.19991088,0.000399001398,3.19002556,3.20754927
283.727,1.19981113,0.000241513719,3.19093597,3.20659858
283.827,1.19992844,0.000260837389,3.19175655,3.20584322
283.927,1.19987363,0.000156484333,3.19246691,3.20505578
284.027,1.19993178,0.000247179518,3.19321437,3.20436668
284.127,1.1999581,0.00027849626,3.19383327,3.20373738
284.22700000000003,1.19985501,0.00013527624,3.19433708,3.20319354
284.327,1.19996604,0.000183179152,3.19480829,3.20278851
284.42699999999996,1.19990772,6.83263718e-05,3.19517601,3.20234444
284.527,1.19996598,0.000156111288,3.1956209,3.20195769
284.627,1.19999302,0.000207926698,3.19598851,3.20158119
284.72700000000003,1.199885,7.16799357e-05,3.196262,3.20126704
284.827,1.19999108,0.00014193442,3.19654061,3.20105523
284.927,1.19992984,1.50841934e-05,3.19670927,3.20081064
285.021,1.19552272,-0.00432315301,3.19700095,3.20070842
285.121,1.19134381,0.012285424,3.21287445,3.18490049
285.215,1.21990509,0.147498597,3.2779971,3.1208904
285.315,1.21272447,0.38579977,3.29977845,3.09929033
285.41499999999996,1.20741668,0.535137017,3.29991359,3.0996113
285.515,1.22403327,0.684568065,3.30009828,3.0997535
285.615,1.22571084,0.90936969,3.29983338,3.09959379
285.71500000000003,1.20167305,1.02988302,3.29991704,3.09986203
285.815,1.19749383,1.08340066,3.29997521,3.09979474
285.91499999999996,1.19843816,1.11629587,3.29993146,3.09960209
286.015,1.1996106,1.1397132,3.29978528,3.09961882
286.115,1.20007925,1.15656415,3.29913542,3.10002349
286.215,1.20030858,1.16886186,3.29773004,3.1012961
286.315,1.20056532,1.17781802,3.29526185,3.10361168
286.415,1.20073286,1.18411588,3.29171499,3.10695292
286.51500000000004,1.20120143,1.18876514,3.28734237,3.11124108
286.61499999999995,1.20148391,1.19193217,3.28229893,3.11608089
286.715,1.20172821,1.19424322,3.27696899,3.12131583
286.815,1.20194383,1.19594128,3.27147002,3.12670825
286.915,1.20191808,1.19699373,3.26592963,3.1320984
287.015,1.20205094,1.19787629,3.26051196,3.1374949
287.115,1.2019623,1.19832836,3.2551992,3.14267207
287.21500000000003,1.20184846,1.19869025,3.25021959,3.14762217
287.315,1.20174177,1.1990126,3.24554105,3.152258
287.41499999999996,1.20144369,1.19910586,3.24116054,3.15654643
287.515,1.201365,1.19933681,3.23712996,3.16060862
287.615,1.20115424,1.19933612,3.23331194,3.16433797
287.71500000000003,1.20098922,1.1993767,3.22987748,3.16778139
287.815,1.20087372,1.1994874,3.22676873,3.1708814
287.915,1.20059472,1.1994428,3.22393778,3.17364765
288.015,1.20055261,1.19958871,3.22140678,3.17623348
288.115,1.20039753,1.19953843,3.21901022,3.1785612
288.215,1.20030476,1.19953954,3.21689598,3.18069906
288.315,1.20026276,1.19963066,3.21502352,3.18257609
288.415,1.20005722,1.19956827,3.213328,3.1842164
288.515,1.20006916,1.19971679,3.21186292,3.18574461
288.615,1.19997061,1.19967283,3.2104343,3.18711164
288.715,1.19994008,1.19966706,3.20918062,3.18839334
288.815,1.19995707,1.19975251,3.20808858,3.18949492
288.91499999999996,1.19979947,1.19968529,3.20710311,3.19042792
289.015,1.19984931,1.19983065,3.20628419,3.19131268
289.115,1.19978492,1.19978601,3.20543878,3.19209923
289.21500000000003,1.19978724,1.19977143,3.20470064,3.1928662
289.315,1.19983405,1.19985101,3.20407459,3.193504
289.41499999999996,1.19970182,1.19977521,3.20350544,3.19402114
289.515,1.19976772,1.19991446,3.20306704,3.1945263
289.615,1.19971373,1.19987331,3.20257265,3.19496315
289.715,1.19972959,1.19985276,3.20213632,3.1954279
289.815,1.19979501,1.19992372,3.20177423,3.19580304
289.915,1.19967727,1.19983736,3.20144093,3.19608407
290.009,1.20984337,1.21003111,3.20156623,3.19669873
290.10900000000004,1.20335524,1.21999117,3.2132119,3.18384483
290.20300000000003,0.899892468,0.533493656,3.09260484,3.29760501
290.303,1.12821699,0.0865914366,3.09914356,3.30042766
290.40299999999996,1.18193383,0.0289279738,3.09976611,3.30052934
290.503,1.19052261,0.0143347169,3.0995881,3.30044831
290.603,1.19462451,0.0109554676,3.09934636,3.30031382
290.70300000000003,1.1969093,0.0140705794,3.09920581,3.30022997
290.803,1.19726467,0.0113685547,3.09917984,3.2999816
290.903,1.1982951,0.010302047,3.09969819,3.29930561
291.003,1.19904845,0.0102490411,3.10122663,3.29767307
291.103,1.19933662,0.00995493109,3.1039596,3.29471667
291.203,1.19963427,0.0097117775,3.10790516,3.29069709
291.303,1.19969776,0.00901726496,3.11253542,3.28588268
291.403,1.19968489,0.00791651169,3.1175138,3.28077539
291.503,1.19981839,0.00685886502,3.12265398,3.27557385
291.603,1.19976682,0.00564353103,3.12777162,3.27028889
291.703,1.19988433,0.00492698872,3.13304391,3.26500515
291.803,1.19986333,0.00427240067,3.13822098,3.25970807
291.90299999999996,1.19979037,0.00356163131,3.14318856,3.25466876
292.003,1.19989341,0.00309363884,3.14795591,3.24989435
292.103,1.19978325,0.00244336833,3.15239589,3.2453348
292.20300000000003,1.19986514,0.00218801232,3.1567247,3.24104074
292.303,1.19983576,0.00196063804,3.16077479,3.23691496
