time_ns,ADC_P,ADC_N,DIGIF_P,DIGIF_N
117.023,1.19788628,1.20184689,3.13643408,3.26158836
117.12299999999999,1.19838484,1.20168674,3.14159029,3.25629278
117.223,1.19879186,1.20156628,3.14657464,3.25128232
117.323,1.19911799,1.20147479,3.15128666,3.24652021
117.423,1.19919194,1.20122133,3.1556936,3.24202276
117.523,1.19939066,1.20116869,3.15986474,3.23788004
117.62299999999999,1.1993951,1.20092076,3.1636246,3.23402803
117.723,1.19946828,1.20074746,3.167105,3.23056115
117.823,1.19957894,1.20063597,3.17026882,3.22738244
117.923,1.19951332,1.20039735,3.17314198,3.22444759
118.023,1.19962337,1.20038601,3.17582735,3.22181497
118.123,1.19956433,1.20020638,3.17818194,3.21938853
118.223,1.19960485,1.20009501,3.18031801,3.21728135
118.323,1.19969746,1.20005047,3.18222941,3.21536888
118.423,1.19962974,1.19987146,3.18393289,3.21361395
118.523,1.19973947,1.19992409,3.18555145,3.21205689
118.623,1.19967578,1.1998156,3.18694426,3.2105996
118.723,1.19971431,1.19976146,3.1881953,3.20938205
118.82300000000001,1.19980536,1.19977109,3.18930614,3.20827525
118.923,1.19973906,1.19963344,3.19027668,3.20725623
119.02300000000001,1.19985265,1.19972228,3.19123176,3.20636559
119.123,1.1997837,1.1996584,3.19204368,3.20549195
119.22300000000001,1.19981276,1.19963946,3.19277009,3.20479991
119.323,1.19989908,1.19967737,3.19340407,3.20417217
119.423,1.19982821,1.19955991,3.19394205,3.20358622
119.52300000000001,1.19993759,1.19966549,3.1945088,3.20308497
119.62300000000002,1.1998635,1.19962151,3.19497794,3.20255533
119.723,1.19988267,1.19961719,3.19539789,3.20216941
119.823,1.19996645,1.19966557,3.19575095,3.20182389
119.923,1.19988599,1.1995585,3.19604377,3.20148284
120.016867,1.21501054,1.21555407,3.19717467,3.20092432
120.11686700000001,1.20770574,1.16063717,3.1611247,3.23545755
120.21099999999998,0.498970704,0.881174814,3.29792298,3.09285886
120.31099999999999,0.0772411686,1.12892981,3.30045361,3.0992528
120.411,0.0278782454,1.18181258,3.30051858,3.09979606
120.51100000000001,0.0110559543,1.18943948,3.30043411,3.09958616
120.61099999999999,0.00618266413,1.19398108,3.30030964,3.09935298
120.711,0.00996092349,1.19716407,3.30027075,3.09927468
120.811,0.0104572297,1.19719412,3.29995631,3.09919926
120.91099999999999,0.0108424201,1.19850249,3.29921852,3.09980084
121.011,0.0140394877,1.19960132,3.29727566,3.10163587
121.111,0.0177288213,1.19999375,3.29350785,3.10515622
121.21100000000001,0.0207957157,1.20017276,3.28829972,3.11025306
121.31099999999999,0.022145715,1.20003781,3.28241273,3.11592891
121.411,0.0218810333,1.19979018,3.2766956,3.12151356
121.51100000000001,0.0202879258,1.19966853,3.27160981,3.12653683
121.61099999999999,0.0174987604,1.19939837,3.26712847,3.13086619
121.711,0.0144034479,1.1993731,3.26323328,3.13476955
121.811,0.0110985631,1.19936833,3.2596297,3.13827801
121.91100000000002,0.00833362251,1.19944023,3.25599218,3.14187429
122.011,0.00640391972,1.19967032,3.25217999,3.14568941
122.111,0.00491501091,1.19965833,3.24810403,3.14965154
122.21100000000001,0.00408222046,1.19977175,3.24403236,3.15375608
122.31099999999999,0.00326021688,1.19975504,3.24010159,3.15760653
122.411,0.0026038399,1.19973385,3.23639155,3.16128865
122.51100000000001,0.00225195908,1.19985243,3.23290235,3.16479873
122.61100000000002,0.00178245799,1.19974177,3.22957416,3.16803268
122.711,0.00166867249,1.19982219,3.22651437,3.17114805
122.811,0.00139599422,1.19978725,3.22371448,3.17388825
122.911,0.00113500087,1.19975197,3.22120694,3.17638431
123.011,0.00106156767,1.19986325,3.21894888,3.17867957
123.11099999999999,0.000805919752,1.19976265,3.21683234,3.18071478
123.211,0.000842596465,1.19985045,3.21494019,3.18267422
123.311,0.000732231042,1.1998243,3.21320838,3.18435628
123.41099999999999,0.000576111253,1.19978958,3.21171321,3.18584622
123.511,0.000590967139,1.19990701,3.21039314,3.18721039
123.611,0.000403032951,1.19980928,3.20913767,3.18838905
123.71099999999998,0.000492197839,1.19989945,3.20803325,3.18956493
123.81099999999999,0.000443005011,1.19987714,3.2070051,3.1905474
123.911,0.000318606294,1.19983778,3.20615624,3.19139238
124.01100000000001,0.0003760918,1.19995652,3.20541221,3.1921833
124.11099999999999,0.000206122782,1.1998559,3.20468674,3.19283324
124.211,0.000302233094,1.19994506,3.2040657,3.19352713
124.311,0.000287675841,1.19992462,3.20345054,3.19409856
124.41099999999999,0.00018491523,1.19987907,3.20297237,3.19457243
124.511,0.000259918258,1.19999514,3.20256556,3.19502756
124.611,0.000102349168,1.1998919,3.20214369,3.19537408
124.71100000000001,0.000204527358,1.19997737,3.20179698,3.19579392
124.81099999999999,0.000212427855,1.19996002,3.20141924,3.19612924
124.911,0.000111029858,1.19990507,3.20115757,3.1963856
125.00482199999999,-0.00276105628,1.19697734,3.20070007,3.19651015
125.104822,0.0263306729,1.19237557,3.17540011,3.22228835
125.2006,0.150237932,1.20319105,3.11465207,3.28465701
125.29898599999999,0.396130103,1.20649381,3.09926468,3.29977198
125.398986,0.546552279,1.20493274,3.0996421,3.29994753
125.498986,0.659095103,1.20856248,3.0996866,3.29995343
125.59898599999998,0.811724317,1.23273886,3.09964658,3.30004398
125.69898599999999,0.987994266,1.2210461,3.09969159,3.29988051
125.798986,1.06401287,1.20525449,3.09974002,3.29991834
125.89898600000001,1.10451745,1.20216689,3.09965171,3.29996518
125.99898599999999,1.1314157,1.2020761,3.09956947,3.299849
126.098986,1.15044861,1.20213052,3.09981321,3.29940153
126.198986,1.16440254,1.20219001,3.10077994,3.29832193
126.29898599999999,1.17439823,1.20187847,3.1026387,3.29623346
126.398986,1.1818129,1.20162525,3.10555646,3.29321897
126.498986,1.18715223,1.20144287,3.1093202,3.28928839
126.59898600000001,1.19086528,1.20133056,3.11379381,3.28465004
126.69898599999999,1.19364481,1.20152192,3.11882047,3.27954709
126.798986,1.19541114,1.20154586,3.1240933,3.27408471
126.89898600000001,1.19676997,1.20164713,3.12952495,3.26860242
126.99898599999999,1.19772356,1.20166433,3.13488274,3.2631322
127.098986,1.19827481,1.2015514,3.14013751,3.2577726
127.198986,1.19880258,1.20158581,3.14524268,3.25265425
127.29898600000001,1.19897494,1.20139351,3.15004374,3.24772723
127.398986,1.19919582,1.20128923,3.15459407,3.24318533
127.498986,1.19936278,1.20112367,3.15875557,3.23896668
127.59898600000001,1.1993783,1.20086842,3.16261477,3.23505128
127.69898600000002,1.1995454,1.20081159,3.16621264,3.23148302
127.798986,1.19947936,1.20058095,3.16946512,3.22814149
127.89898600000001,1.19953651,1.20048439,3.17247851,3.22516657
127.998986,1.19960256,1.20035028,3.17513086,3.22248312
128.098986,1.1995573,1.20014157,3.17754097,3.22003721
128.198986,1.19968668,1.2001429,3.17977225,3.21785297
128.298986,1.19961247,1.199971,3.18173396,3.21581661
128.398986,1.19965803,1.19994925,3.18357129,3.21402845
128.498986,1.19971607,1.19989112,3.18514418,3.21243417
128.598986,1.19966687,1.19974687,3.18655907,3.21099002
128.69898600000002,1.19980062,1.19980246,3.18787453,3.20972779
128.79898599999999,1.19972438,1.1996876,3.18901623,3.20851632
128.898986,1.19976589,1.19971594,3.19011078,3.20747406
128.998986,1.19981549,1.19970549,3.191018,3.20654917
129.09898600000002,1.19976568,1.19959166,3.19181646,3.20572304
129.198986,1.19989675,1.19967475,3.19258007,3.20501491
129.298986,1.19982198,1.19958292,3.19322217,3.20430481
129.398986,1.19985892,1.19963389,3.19387445,3.20370539
129.498986,1.19989947,1.19965037,3.1943944,3.20316952
129.598986,1.19984555,1.19955066,3.19483342,3.20270277
129.698986,1.19997026,1.19964798,3.19527911,3.20231355
129.798986,1.19989444,1.19956574,3.19563061,3.20189475
129.89898599999998,1.19992907,1.19962417,3.19602309,3.20155488
129.99849300000002,1.1999747,1.19967134,3.19632779,3.20124456
130.092797,1.20935158,1.19427438,3.18515686,3.21187384
130.192797,0.65956395,0.88042096,3.29595136,3.09389088
130.286956,0.114947854,1.08287387,3.30019269,3.09839727
130.386956,0.0337002459,1.17747257,3.30058196,3.09986848
130.486956,0.0136526156,1.18777035,3.3004282,3.0996128
130.58695600000001,0.00619096387,1.19287689,3.30035125,3.09941765
130.686956,0.00775339619,1.19623023,3.30026828,3.09926083
130.786956,0.0106502744,1.19687706,3.3000276,3.09914562
130.886956,0.0103549929,1.19825023,3.29950858,3.09959301
130.986956,0.0131298319,1.19934845,3.29787424,3.10101899
131.086956,0.0168754109,1.19990588,3.29459752,3.10415245
131.18695599999998,0.0200316733,1.2001796,3.28971174,3.10887805
131.286956,0.0217411793,1.20002629,3.28388835,3.11446978
131.386956,0.0222352937,1.19996311,3.27803412,3.12025296
131.486956,0.0211264266,1.19969459,3.272574,3.12553594
131.586956,0.0185652422,1.19941726,3.26798684,3.130063
131.686956,0.0152157082,1.1993744,3.26415547,3.13385302
131.786956,0.011682745,1.19927939,3.26056945,3.13732625
131.886956,0.00897602378,1.19950088,3.25696982,3.14095571
131.986956,0.00688809006,1.19959513,3.25305028,3.14477091
132.08695600000001,0.00534164562,1.199645,3.24905075,3.14875543
132.18695599999998,0.00421684102,1.1997733,3.24509483,3.15269612
132.286956,0.00323576737,1.19968831,3.24113521,3.15655627
132.386956,0.00275567984,1.19981245,3.23735984,3.16037585
132.48695600000002,0.00229932088,1.19979358,3.23370428,3.16394472
132.586956,0.0019644481,1.19976692,3.23032261,3.1673307
132.686956,0.00170130885,1.1998404,3.22727104,3.17038869
132.786956,0.0013111939,1.19972387,3.22441232,3.1731674
132.886956,0.00121184471,1.19982845,3.22186116,3.17578191
132.986956,0.00103959978,1.19980231,3.219448,3.17812478
133.08695600000001,0.00094999983,1.19979316,3.2172794,3.18031117
133.186956,0.000878982482,1.19986684,3.21538492,3.18222442
133.286956,0.000625485525,1.19975536,3.21363644,3.18390195
133.386956,0.000634497605,1.19986548,3.21212316,3.18548692
133.48695600000002,0.000546676368,1.19984451,3.21067204,3.18687476
133.586956,0.000527553703,1.19983908,3.20938367,3.18818528
133.686956,0.000528256098,1.19991547,3.2082838,3.18930887
133.786956,0.000320530554,1.19980648,3.20726901,3.19025572
133.88695600000003,0.000371130596,1.19991444,3.20641408,3.19118511
133.986956,0.000308203792,1.19989139,3.20556538,3.19197293
134.08695600000001,0.000313687235,1.19988913,3.20481947,3.19274205
134.186956,0.000351846956,1.19996456,3.20419264,3.19339495
134.28695599999998,0.000169065944,1.1998518,3.20360641,3.19391372
134.386956,0.00023685912,1.19995593,3.20313985,3.19445581
134.486956,0.000187945006,1.1999308,3.20264117,3.19489485
134.58695600000001,0.000202078318,1.19992463,3.20220876,3.19534993
134.68695599999998,0.000264260363,1.19999909,3.20185282,3.19573335
134.786956,8.53927768e-05,1.19988278,3.20152008,3.19599843
134.886956,0.000167252127,1.19998689,3.20127466,3.19632006
134.986956,0.00012071042,1.1999546,3.20097605,3.19655953
135.080796,0.0177394191,1.19754491,3.18562641,3.21200715
135.180796,0.113380318,1.19894383,3.12672133,3.27193601
135.27496299999999,0.347881086,1.21435906,3.09908957,3.29958869
135.374963,0.516111497,1.20322985,3.09965424,3.29997039
135.474963,0.637642301,1.20704733,3.09965895,3.29991142
135.574963,0.759417522,1.22236898,3.09977438,3.3001184
135.674963,0.955592927,1.22770896,3.09960317,3.29985632
135.774963,1.05010376,1.20764964,3.09975523,3.29991491
135.87496299999998,1.09615885,1.2025743,3.09968752,3.29997175
135.974963,1.12549839,1.20202662,3.09954876,3.29987293
136.074963,1.14633045,1.2022752,3.09973034,3.29957881
136.17496300000002,1.16136122,1.20230519,3.10045222,3.29864507
136.27496299999999,1.17225259,1.20208248,3.10210098,3.29683492
136.374963,1.18026932,1.20193822,3.10478953,3.29402975
136.474963,1.18588271,1.20163923,3.10835097,3.29025195
136.574963,1.19006147,1.20163757,3.11272279,3.28580431
136.674963,1.1929683,1.20162538,3.11757084,3.28078267
136.774963,1.19500332,1.20159815,3.12275849,3.27547318
136.874963,1.1965487,1.20173877,3.12815021,3.27001059
136.974963,1.19743863,1.20165708,3.13352147,3.26447585
137.074963,1.19819996,1.20170505,3.13886158,3.25911839
137.17496300000002,1.19863732,1.20161601,3.14397392,3.2538953
137.27496299999999,1.19891302,1.20142474,3.14882585,3.24898355
137.374963,1.19922704,1.20136389,3.15342426,3.24437465
137.474963,1.19926599,1.20109734,3.15767169,3.24002015
137.574963,1.19943077,1.2010124,3.16168121,3.23604315
137.674963,1.19946508,1.20084202,3.16532958,3.23232884
137.77496299999999,1.19945987,1.20061633,3.16865557,3.22898003
137.874963,1.19959997,1.20054511,3.17169761,3.22595983
137.97496299999997,1.19952864,1.20029913,3.17442028,3.22315694
138.074963,1.19962677,1.20025539,3.17696214,3.22066942
138.174963,1.19962063,1.20014902,3.1792285,3.21835598
138.274963,1.19958634,1.19999601,3.1812631,3.21631244
138.37496299999998,1.19971796,1.19999166,3.18309272,3.214517
138.474963,1.1996424,1.19981375,3.18470138,3.21283769
138.574963,1.1997398,1.19983219,3.18622011,3.21138068
138.674963,1.19973822,1.19978797,3.18755454,3.21000616
138.77496299999999,1.19969647,1.19969824,3.18875533,3.20880048
138.874963,1.19982475,1.19974601,3.18982216,3.20777226
138.974963,1.19974798,1.19961064,3.19073623,3.2067906
139.074963,1.19984275,1.19966366,3.19162677,3.20596393
139.174963,1.19984013,1.19965289,3.19239734,3.20515605
139.274963,1.1997893,1.19959515,3.19309817,3.20445101
139.37496299999998,1.19991414,1.19966576,3.19370777,3.20388188
139.474963,1.1998337,1.19954991,3.19421133,3.20331164
139.574963,1.19992007,1.19961913,3.1947367,3.20285056
139.67496300000002,1.19992315,1.19961639,3.1951655,3.20238587
139.77496299999999,1.19986434,1.19957513,3.19557805,3.20196873
139.874963,1.1999813,1.19966085,3.19593057,3.20165767
139.974963,1.19989553,1.19955504,3.19619929,3.20132248
140.06880900000002,1.21224588,1.21994123,3.20293262,3.19437891
140.168809,0.888446213,0.927585848,3.22020112,3.16993452
140.262973,0.180675633,1.01710723,3.29972044,3.09695693
140.362973,0.0415364909,1.17012166,3.3005908,3.09983664
140.462973,0.0170799436,1.18612969,3.30044763,3.09965979
140.562973,0.00716986682,1.19192897,3.30038734,3.09947911
140.662973,0.00696343862,1.19564642,3.30026303,3.09926712
140.76297300000002,0.0113185128,1.19699931,3.3001191,3.09916556
140.86297299999998,0.00989987054,1.1978536,3.2996923,3.099411
140.962973,0.011313624,1.19894987,3.29842282,3.10049789
141.062973,0.0144673529,1.19977279,3.29570258,3.10312502
141.16297300000002,0.0172676223,1.19999857,3.29126028,3.10731941
141.262973,0.0191978741,1.20006125,3.28578151,3.11268104
141.362973,0.0195358764,1.19990809,3.28003588,3.11826715
141.462973,0.0181700927,1.1996049,3.27470816,3.1234357
141.562973,0.0159921356,1.19956703,3.27001074,3.1281103
141.662973,0.0131213783,1.19942101,3.26570751,3.1322701
141.76297300000002,0.0104361242,1.19948405,3.26169121,3.13628132
141.862973,0.00810543941,1.19956595,3.25765764,3.14025383
141.962973,0.00609714945,1.19955972,3.25358734,3.14423467
142.062973,0.00487578291,1.19976017,3.24945953,3.14838725
142.16297300000002,0.00382772668,1.19973233,3.24526162,3.15247202
142.262973,0.00318681622,1.19978744,3.24121465,3.15653559
142.362973,0.00272691373,1.19981966,3.23730571,3.16040528
142.462973,0.00213204942,1.1997127,3.23369863,3.1639426
142.562973,0.00189851367,1.19984044,3.23038126,3.16730827
142.662973,0.00153300519,1.19976901,3.22723897,3.17036008
142.762973,0.00136931968,1.19980266,3.22439288,3.17324414
142.862973,0.00127535825,1.19983673,3.22174153,3.17587711
142.96297299999998,0.000958056288,1.19972422,3.21939146,3.17817269
143.062973,0.000934074971,1.19985879,3.2173134,3.18031372
143.162973,0.000730069475,1.19979236,3.21535578,3.18219244
143.26297300000002,0.000677854157,1.19982639,3.2136343,3.18396094
143.36297299999998,0.000698360454,1.19987872,3.21202441,3.18556204
143.462973,0.000480729229,1.19976946,3.21062156,3.18691588
143.562973,0.000532939161,1.1999053,3.20941837,3.18818766
143.662973,0.000388106383,1.19984125,3.20826376,3.18926762
143.762973,0.000379635392,1.19987522,3.2072742,3.19030692
143.862973,0.000438001707,1.19993021,3.20632889,3.1912474
143.962973,0.000264483672,1.19981871,3.20551208,3.19201638
144.062973,0.000341072522,1.19995293,3.20484915,3.19275006
144.162973,0.000231543962,1.19989262,3.20417292,3.19335329
144.26297300000002,0.000228701694,1.19991543,3.20362066,3.19395542
144.36297299999998,0.00029317158,1.19997489,3.20307796,3.19449549
144.462973,0.000140955235,1.19985962,3.20260103,3.19492437
144.562973,0.00023157945,1.19998891,3.20224618,3.19535091
144.66297300000002,0.000124362097,1.1999219,3.20185158,3.19567302
144.762973,0.000137873428,1.19994858,3.20154694,3.19602725
144.862973,0.000208858044,1.20000566,3.20122834,3.19634467
144.962973,8.48562365e-05,1.19988797,3.20093286,3.1965913
145.056838,0.00831126134,1.1992251,3.19408341,3.20367207
145.156838,0.0747054641,1.19642535,3.14588463,3.25242767
145.251,0.277084409,1.22141158,3.10021924,3.29864306
145.351,0.484454384,1.20187335,3.09957453,3.29991838
145.451,0.614362123,1.20613424,3.09967865,3.29992904
145.55100000000002,0.72351491,1.21473316,3.09973027,3.30003638
145.651,0.919197742,1.23262612,3.09955486,3.29987039
145.751,1.03532932,1.21056545,3.09977021,3.29992041
145.851,1.08776213,1.20288748,3.09969082,3.2999427
145.95100000000002,1.11998121,1.20198585,3.09958287,3.29992374
146.051,1.14245789,1.20218462,3.0996524,3.29968771
146.151,1.15844256,1.20217895,3.10020142,3.29891096
146.251,1.17021881,1.20224418,3.10167173,3.29734481
146.351,1.178639,1.20207615,3.10410746,3.29469295
146.451,1.18477928,1.20193185,3.10754591,3.29113112
146.551,1.18928495,1.20189526,3.11174388,3.28680314
146.651,1.19232866,1.20177803,3.11648863,3.28186888
146.75099999999998,1.19465026,1.20191387,3.12167404,3.2766265
146.851,1.19614849,1.2018952,3.12699401,3.2711361
146.951,1.1972169,1.20187585,3.13239591,3.2656628
147.05100000000002,1.19805921,1.20186441,3.13768395,3.26030363
147.15099999999998,1.19847667,1.20165878,3.14279609,3.25506439
147.251,1.19892303,1.20163342,3.14775621,3.25011009
147.351,1.19909409,1.20143635,3.15238795,3.24536932
147.451,1.19922531,1.20125885,3.15675886,3.240983
147.551,1.19941573,1.20112409,3.16076583,3.23695629
147.651,1.19939411,1.20083217,3.16443846,3.23320167
147.751,1.19953966,1.20076687,3.16788787,3.229797
147.851,1.19952036,1.20056431,3.17097666,3.22663301
147.951,1.19952547,1.20041978,3.17383304,3.22378831
148.05100000000002,1.19963131,1.20034361,3.17637986,3.22124517
148.15099999999998,1.1995611,1.20011479,3.17865274,3.21890887
148.251,1.19968232,1.20011496,3.18078028,3.21684152
148.351,1.19964628,1.19999015,3.18264989,3.21490979
148.45100000000002,1.19964292,1.19991784,3.18437513,3.21320553
148.551,1.19973649,1.19991654,3.18589347,3.21169957
148.651,1.19966736,1.19974375,3.18720715,3.2103286
148.751,1.19978998,1.19979444,3.18846263,3.20913852
148.851,1.19975698,1.19971839,3.18954369,3.20800011
148.951,1.19975021,1.1996913,3.19056118,3.20700607
149.05100000000002,1.19983799,1.19973426,3.19144599,3.20613701
149.151,1.19976902,1.19959185,3.19217649,3.20535089
149.251,1.19988952,1.19966956,3.19290978,3.20468466
149.351,1.19985463,1.19962013,3.19352433,3.2040147
149.451,1.19984513,1.19961331,3.19412043,3.20344224
149.551,1.19992298,1.19968354,3.19464105,3.20293898
149.65099999999998,1.19984615,1.19955901,3.19503775,3.20248684
149.751,1.19996049,1.19964846,3.19546794,3.20212425
149.851,1.19992235,1.19961007,3.19581027,3.2017275
149.951,1.1999068,1.19961079,3.19616283,3.20139802
150.04488199999997,1.21840073,1.22769456,3.20378382,3.19386255
150.144882,1.11724537,1.04632799,3.14044307,3.25238492
150.239,0.290082264,0.944582778,3.29888108,3.09485077
150.339,0.0533723928,1.15784516,3.3005256,3.09965396
150.439,0.0215018496,1.18459947,3.30050171,3.09973878
150.539,0.00876794288,1.19096533,3.30038641,3.09950298
150.639,0.00649515189,1.19501666,3.30029682,3.09931364
150.739,0.0115199472,1.19750242,3.30018848,3.09920586
150.839,0.00970892692,1.19744649,3.29981203,3.09927024
150.939,0.010224601,1.19872412,3.29886936,3.10014178
151.03900000000002,0.0124384188,1.19950341,3.29655598,3.10226339
151.13899999999998,0.014546162,1.1997778,3.2926869,3.10595257
151.239,0.0159119385,1.19997523,3.28771454,3.11081285
151.339,0.0159349869,1.19980375,3.28221663,3.11608785
151.43900000000002,0.0150664553,1.19974037,3.27687677,3.12137173
151.539,0.013330862,1.19963866,3.27182897,3.12628374
151.639,0.0109901446,1.19949708,3.26720311,3.1308181
151.739,0.00879923317,1.19963154,3.26286814,3.13514172
151.839,0.0068030681,1.19959363,3.25845428,3.13942154
151.939,0.00546611414,1.1997211,3.25405249,3.14383767
152.03900000000002,0.00445920716,1.19978128,3.24959968,3.14820672
152.139,0.00358646684,1.19972034,3.2452812,3.15246897
152.239,0.00300450509,1.19984371,3.24124007,3.15652833
152.339,0.00237226619,1.19974351,3.23731843,3.16034216
152.439,0.00206963296,1.19980748,3.2336849,3.16401743
152.539,0.00181837576,1.19982276,3.23024077,3.16740509
152.63899999999998,0.0015197565,1.19974364,3.2270884,3.17052535
152.739,0.00136392163,1.19984996,3.22430718,3.17334765
152.839,0.00104546611,1.1997477,3.22169025,3.17587612
152.939,0.000987424429,1.19981485,3.2193488,3.17827633
153.039,0.000884024768,1.19982951,3.21718655,3.18039738
153.139,0.000743471109,1.19976838,3.21523,3.18233285
153.239,0.000726579211,1.19988361,3.21355994,3.1840543
153.339,0.00050931198,1.19978671,3.21198412,3.18554936
153.439,0.0005169111,1.19985735,3.21061503,3.18698373
153.53900000000002,0.000489886727,1.19987537,3.20932534,3.18823794
153.63899999999998,0.000409721255,1.1998221,3.20817128,3.18937464
153.739,0.000456032245,1.19993347,3.20721319,3.19038774
153.839,0.000272896895,1.19983659,3.20630095,3.19122173
153.93900000000002,0.000305767868,1.19990591,3.20553182,3.19205809
154.039,0.00030347546,1.19992439,3.20478117,3.19277595
154.139,0.000246243614,1.19986768,3.20410578,3.19343418
154.239,0.000319512214,1.19997656,3.20357373,3.19402299
154.339,0.000145197564,1.19987776,3.20305511,3.19446413
154.439,0.000186916397,1.19994442,3.20263594,3.19495092
154.53900000000002,0.000197532422,1.19996209,3.20219601,3.19535959
154.639,0.000145579946,1.19990355,3.20180093,3.19573683
154.739,0.000237072661,1.2000088,3.20150831,3.19608723
154.839,7.43265778e-05,1.19990724,3.20120796,3.19631024
154.93900000000002,0.000121136536,1.19996987,3.20098671,3.19659893
155.03295,-0.000304470646,1.19758711,3.19947158,3.19827338
155.13295,0.0413585564,1.194264,3.16621319,3.23185459
155.227,0.204881922,1.21775971,3.10567682,3.29336335
155.327,0.451404779,1.20198392,3.09943552,3.2998503
155.427,0.592099488,1.20489604,3.09970393,3.29995495
155.527,0.698906376,1.210874,3.09968178,3.29995928
155.62699999999998,0.879458818,1.23460537,3.09959645,3.29995791
155.727,1.01897544,1.213864,3.09973484,3.29988862
155.827,1.07911596,1.20327351,3.09971582,3.29993632
155.927,1.11424625,1.20190145,3.09961844,3.29995663
156.027,1.13825697,1.20197686,3.09958317,3.29974179
156.127,1.15557119,1.20218435,3.10004732,3.29915347
156.227,1.16813354,1.20225821,3.10127704,3.29774719
156.327,1.17711719,1.20210707,3.10351365,3.29531746
156.427,1.18375343,1.20217114,3.10681018,3.29192733
156.52700000000002,1.18835401,1.20208676,3.11087588,3.28764663
156.62699999999998,1.19175195,1.20212342,3.11559105,3.28284304
156.727,1.19417545,1.20216853,3.12066749,3.27762917
156.827,1.19578908,1.20205409,3.12592755,3.27222099
156.92700000000002,1.19707717,1.20212843,3.13132198,3.26678549
157.027,1.19780331,1.20198723,3.13661296,3.26133893
157.127,1.19839128,1.20191323,3.14181223,3.25611313
157.227,1.19880221,1.2018035,3.14676477,3.25108687
157.327,1.19898296,1.20152077,3.15141373,3.24635059
157.427,1.19927438,1.20143209,3.1558279,3.24195273
157.52700000000002,1.19930653,1.20117009,3.15989199,3.23778559
157.627,1.19941183,1.20102182,3.16370175,3.2339948
157.727,1.19949414,1.20088478,3.16717417,3.23048934
157.827,1.19944972,1.20061212,3.17030748,3.22730224
157.92700000000002,1.19960129,1.20055095,3.17320042,3.22445442
158.027,1.19954671,1.20033857,3.17578763,3.22178847
158.127,1.19959647,1.20025445,3.17818822,3.21942589
158.227,1.19964873,1.20019347,3.18033311,3.21726486
158.327,1.19958004,1.20000311,3.18223456,3.21532201
158.427,1.19972095,1.20001547,3.18397743,3.21363498
158.527,1.19966412,1.19987231,3.18550429,3.21203824
158.627,1.19970975,1.19985176,3.18693692,3.21064975
158.72699999999998,1.19976162,1.19985135,3.18820068,3.20937616
158.827,1.19968718,1.19971749,3.18930703,3.20823209
158.927,1.19982836,1.19977303,3.19031983,3.20727885
159.02700000000002,1.19977249,1.19966915,3.19118802,3.20634392
159.12699999999998,1.19981078,1.19968465,3.19203368,3.20554388
159.227,1.19986837,1.19971033,3.19275542,3.20481497
159.327,1.19978622,1.19960874,3.19339175,3.20414162
159.427,1.19992016,1.1996902,3.19398018,3.20361411
159.527,1.19986092,1.19960685,3.19446303,3.20306574
159.627,1.19989579,1.19963652,3.19495989,3.20261447
159.727,1.19994583,1.19968174,3.19537888,3.20218974
159.827,1.19985148,1.19959805,3.19574709,3.20178418
159.927,1.19997664,1.19968958,3.19608888,3.20150397
160.021,1.2168564,1.21786804,3.19743151,3.20053306
160.121,1.20886001,1.16532241,3.16366246,3.23274008
160.215,0.449617387,0.894173731,3.29804141,3.09309024
160.315,0.0732592289,1.13808559,3.30045756,3.09934028
160.415,0.0267493687,1.18272091,3.30053282,3.09978567
160.51500000000001,0.010889903,1.19004063,3.30039404,3.09953071
160.615,0.00671839457,1.1944401,3.30034248,3.09937257
160.715,0.00986878579,1.19721955,3.30023037,3.09922963
160.815,0.0101010729,1.19724387,3.29994,3.09921297
160.91500000000002,0.00941106066,1.1984528,3.29919438,3.09984214
161.015,0.0101929985,1.19912854,3.2972994,3.10151885
161.115,0.0116020664,1.1996582,3.29402285,3.10471087
161.215,0.0123807691,1.19979392,3.28945672,3.10906157
161.31500000000003,0.0123155011,1.19978494,3.28429489,3.11409731
161.415,0.0115097573,1.19979053,3.27901128,3.11928222
161.51500000000001,0.00986018564,1.1996188,3.27386144,3.12425848
161.615,0.00837691635,1.19972439,3.26890396,3.12920227
161.715,0.00691186474,1.19972262,3.2639457,3.13402848
161.815,0.00562512152,1.19973407,3.25913064,3.1387962
161.915,0.00468026821,1.19982416,3.25439432,3.14350201
162.01500000000001,0.00365366468,1.19971632,3.24980024,3.1479748
162.11499999999998,0.00311478423,1.19983325,3.24541006,3.15239511
162.215,0.00262094779,1.19981509,3.24113708,3.15657477
162.315,0.00221422583,1.19978477,3.2371655,3.16053249
162.415,0.0020040966,1.19986058,3.23346556,3.1642364
162.515,0.00153699916,1.19971898,3.23006192,3.1675474
162.615,0.00139762918,1.19982164,3.22699281,3.17067392
162.715,0.0012043746,1.19980253,3.22409439,3.17350323
162.815,0.00103503247,1.19977705,3.22149709,3.17610609
162.915,0.00102607189,1.19986436,3.21913414,3.17849178
163.01500000000001,0.00072973752,1.19973149,3.21700559,3.18054143
163.11499999999998,0.000710704932,1.19984183,3.21515614,3.18246036
163.215,0.000615983026,1.19983296,3.21339794,3.18415975
163.315,0.000532083721,1.19981231,3.21184812,3.18572177
163.41500000000002,0.000597077136,1.1999109,3.21045267,3.1871478
163.515,0.000372063376,1.19978075,3.20919532,3.18833091
