freq_kHz,power_dB
9.879011777522192688e+02,-1.574977266677454395e+02
9.889010777297013419e+02,-1.794562875372815256e+02
9.899009777071833014e+02,-1.672050332944859292e+02
9.909008776846653745e+02,-1.846877716735061199e+02
9.919007776621473340e+02,-1.736353434919226117e+02
9.929006776396292935e+02,-1.883206646551736299e+02
9.939005776171113666e+02,-1.776613304256765105e+02
9.949004775945933261e+02,-1.635182433863504343e+02
9.959003775720753993e+02,-1.601836629810881050e+02
9.969002775495573587e+02,-1.635487774858178796e+02
9.979001775270393182e+02,-1.864039975511973921e+02
9.989000775045213913e+02,-1.680380799275314416e+02
9.998999774820033508e+02,-1.709595350926486503e+02
1.000899877459485310e+03,-1.743245484758127759e+02
1.001899777436967383e+03,-1.796837158125300675e+02
1.002899677414449343e+03,-1.794607195859066735e+02
1.003899577391931302e+03,-1.732611484811043567e+02
1.004899477369413376e+03,-1.760237159589884470e+02
1.005899377346895449e+03,-1.740995491122998828e+02
1.006899277324377294e+03,-1.617567986638676416e+02
1.007899177301859368e+03,-1.499805722018146525e+02
1.008899077279341441e+03,-1.494331366441736293e+02
1.009898977256823287e+03,-1.565550822211956756e+02
1.010898877234305360e+03,-1.671955421665564359e+02
1.011898777211787433e+03,-1.824165562221253367e+02
1.012898677189269506e+03,-1.745130240643479169e+02
1.013898577166751352e+03,-1.900432283852247224e+02
1.014898477144233425e+03,-1.757561976628583125e+02
1.015898377121715498e+03,-1.777294720827260051e+02
1.016898277099197344e+03,-1.617927062272622720e+02
1.017898177076679417e+03,-1.506527328924120184e+02
1.018898077054161490e+03,-1.562358982369198372e+02
1.019897977031643336e+03,-1.684796737538123068e+02
1.020897877009125409e+03,-1.837788964824328559e+02
1.021897776986607482e+03,-1.926960014090431343e+02
1.022897676964089442e+03,-1.798426809170667298e+02
1.023897576941571401e+03,-1.941535960820744151e+02
1.024897476919053361e+03,-1.904714759266424267e+02
1.025897376896535434e+03,-1.652196777061259354e+02
1.026897276874017507e+03,-1.648708740825939856e+02
1.027897176851499580e+03,-1.726838571899571662e+02
1.028897076828981426e+03,-1.770039200944455047e+02
1.029896976806463499e+03,-1.733780046063976670e+02
1.030896876783945572e+03,-1.790136685816508759e+02
1.031896776761427418e+03,-1.696354280884885668e+02
1.032896676738909491e+03,-1.855283160759306611e+02
1.033896576716391564e+03,-1.878042786438330722e+02
1.034896476693873410e+03,-1.169370293505972711e+02
1.035896376671355483e+03,-1.108710735723751668e+02
1.036896276648837556e+03,-1.168369964954824809e+02
1.037896176626319630e+03,-1.621459888120183450e+02
1.038896076603801475e+03,-1.347849750173672305e+02
1.039895976581283549e+03,-1.275516803078681392e+02
1.040895876558765622e+03,-1.326481386050912477e+02
1.041895776536247467e+03,-1.648321333002148492e+02
1.042895676513729541e+03,-1.836405824493328964e+02
1.043895576491211614e+03,-1.739303041613712821e+02
1.044895476468693460e+03,-1.732439668143524898e+02
1.045895376446175533e+03,-1.805598926404539100e+02
1.046895276423657606e+03,-1.694665576432744274e+02
1.047895176401139452e+03,-1.662573555289202716e+02
1.048895076378621525e+03,-1.605365742514981946e+02
1.049894976356103598e+03,-1.613615280953104616e+02
1.050894876333585444e+03,-1.795045269631437179e+02
1.051894776311067744e+03,-1.764448321768514631e+02
1.052894676288549590e+03,-1.791743011235949723e+02
1.053894576266031436e+03,-1.787384704340998383e+02
1.054894476243513736e+03,-1.801163833109717132e+02
1.055894376220995582e+03,-1.827057404668704805e+02
1.056894276198477428e+03,-1.960541408002783328e+02
1.057894176175959728e+03,-1.838659410713135571e+02
1.058894076153441574e+03,-1.808894389039863313e+02
1.059893976130923420e+03,-1.849147853751105117e+02
1.060893876108405721e+03,-1.621278365627123037e+02
1.061893776085887566e+03,-1.568235909464513895e+02
1.062893676063369412e+03,-1.623324960527233429e+02
1.063893576040851713e+03,-1.698010536244323703e+02
1.064893476018333558e+03,-1.708353675376396836e+02
1.065893375995815404e+03,-1.891068671752250623e+02
1.066893275973297705e+03,-1.749735315906559094e+02
1.067893175950779550e+03,-1.692092763246107552e+02
1.068893075928261396e+03,-1.814391973547091084e+02
1.069892975905743697e+03,-1.881377351485133431e+02
1.070892875883225543e+03,-1.578006821158745652e+02
1.071892775860707616e+03,-1.560827380142738150e+02
1.072892675838189689e+03,-1.710048646266613730e+02
1.073892575815671535e+03,-1.713062308214330756e+02
1.074892475793153608e+03,-1.712717351842665607e+02
1.075892375770635681e+03,-1.754845647660121699e+02
1.076892275748117527e+03,-1.777496440916182507e+02
1.077892175725599600e+03,-1.756911002578164585e+02
1.078892075703081673e+03,-1.803341001394742875e+02
1.079891975680563519e+03,-1.739184608228912339e+02
1.080891875658045592e+03,-1.814864004115360103e+02
1.081891775635527665e+03,-1.813884052665821685e+02
1.082891675613009511e+03,-1.695779883059697397e+02
1.083891575590491584e+03,-1.643757565829031932e+02
1.084891475567973657e+03,-1.614518012104002480e+02
1.085891375545455503e+03,-1.671548069806837873e+02
1.086891275522937576e+03,-1.873549068532689716e+02
1.087891175500419649e+03,-1.767353649337188131e+02
1.088891075477901722e+03,-1.743436815596328984e+02
1.089890975455383568e+03,-1.732162413996837813e+02
1.090890875432865641e+03,-1.709801430623531076e+02
1.091890775410347715e+03,-1.770685284936161281e+02
1.092890675387829788e+03,-1.515414787907829179e+02
1.093890575365311634e+03,-1.525992346804467559e+02
1.094890475342793707e+03,-1.908922324797707688e+02
1.095890375320275780e+03,-1.743513447485489394e+02
1.096890275297757626e+03,-1.981618958279591425e+02
1.097890175275239699e+03,-1.885578370245972053e+02
1.098890075252721772e+03,-1.731455506513117655e+02
1.099889975230203618e+03,-1.910348749313547216e+02
1.100889875207685691e+03,-1.672762049612644830e+02
1.101889775185167764e+03,-1.647756097483060955e+02
1.102889675162649610e+03,-1.688112495398083297e+02
1.103889575140131683e+03,-1.742370842311126182e+02
1.104889475117613756e+03,-1.804950890375750134e+02
1.105889375095095829e+03,-1.693903433985385618e+02
1.106889275072577675e+03,-1.691846838746890569e+02
1.107889175050059748e+03,-1.762179486480491448e+02
1.108889075027541821e+03,-1.914011225599585657e+02
1.109888975005023667e+03,-1.862073125261908899e+02
1.110888874982505740e+03,-1.885687245284333073e+02
1.111888774959987813e+03,-1.752555396610125342e+02
1.112888674937469659e+03,-1.687309510239375925e+02
1.113888574914951732e+03,-1.663050400571951570e+02
1.114888474892433806e+03,-1.536034897915238844e+02
1.115888374869915651e+03,-1.547906274324862466e+02
1.116888274847397724e+03,-1.695114318573767491e+02
1.117888174824879798e+03,-1.781001022012440842e+02
1.118888074802361643e+03,-1.746376474680002673e+02
1.119887974779843717e+03,-1.693413149830329019e+02
1.120887874757325790e+03,-1.833424193664451991e+02
1.121887774734807635e+03,-1.676517234816664370e+02
1.122887674712289936e+03,-1.855206619929854241e+02
1.123887574689771782e+03,-1.824341231642217167e+02
1.124887474667253628e+03,-1.697114971110004831e+02
1.125887374644735928e+03,-1.713493558353803223e+02
1.126887274622217774e+03,-1.794793758334079143e+02
1.127887174599699620e+03,-1.660492791679770619e+02
1.128887074577181920e+03,-1.672670935877772251e+02
1.129886974554663766e+03,-1.841323117096439717e+02
1.130886874532145612e+03,-1.787632338799425611e+02
1.131886774509627912e+03,-1.879691107144392674e+02
1.132886674487109758e+03,-1.817139811276862247e+02
1.133886574464591604e+03,-1.871151646836470661e+02
1.134886474442073904e+03,-1.802165115021703912e+02
1.135886374419555750e+03,-1.899751233095284135e+02
1.136886274397037823e+03,-1.648399747470909631e+02
1.137886174374519896e+03,-1.618581840517798014e+02
1.138886074352001742e+03,-1.681830061085397858e+02
1.139885974329483815e+03,-1.632436805295495788e+02
1.140885874306965889e+03,-1.608530784479779641e+02
1.141885774284447734e+03,-1.391765807809124738e+02
1.142885674261930035e+03,-1.370336572599580052e+02
1.143885574239411881e+03,-1.481213463339655618e+02
1.144885474216893726e+03,-1.685549102041776166e+02
1.145885374194376027e+03,-1.543379188823208494e+02
1.146885274171857873e+03,-1.508710809532218207e+02
1.147885174149339718e+03,-1.565385038381135701e+02
1.148885074126822019e+03,-1.731559036900852675e+02
1.149884974104303865e+03,-1.685102238906421235e+02
1.150884874081785711e+03,-1.769074242584504759e+02
1.151884774059268011e+03,-1.698210430273242366e+02
1.152884674036749857e+03,-1.882741388235603779e+02
1.153884574014231703e+03,-1.935004110863389428e+02
1.154884473991714003e+03,-1.721689363363797725e+02
1.155884373969195849e+03,-1.666903658225793095e+02
1.156884273946677695e+03,-1.669756485156939618e+02
1.157884173924159995e+03,-1.898467136692847816e+02
1.158884073901641841e+03,-1.674955491261906673e+02
1.159883973879123914e+03,-1.695607094527738639e+02
1.160883873856605987e+03,-1.727050257179186303e+02
1.161883773834087833e+03,-1.806987051464510614e+02
1.162883673811569906e+03,-1.758807799353296559e+02
1.163883573789051979e+03,-1.755803844627343153e+02
1.164883473766533825e+03,-1.921007266842358945e+02
1.165883373744015898e+03,-1.811371850036438786e+02
1.166883273721497972e+03,-1.703674939202025200e+02
1.167883173698979817e+03,-1.604111424332873810e+02
1.168883073676461890e+03,-1.521930728280806306e+02
1.169882973653943964e+03,-1.549990642775584604e+02
1.170882873631425809e+03,-1.655547290397726101e+02
1.171882773608907883e+03,-1.759782149877656252e+02
1.172882673586389956e+03,-1.710362740746262205e+02
1.173882573563871802e+03,-1.883279152478663150e+02
1.174882473541353875e+03,-1.795423010456595989e+02
1.175882373518835948e+03,-1.734079812736894439e+02
1.176882273496318021e+03,-1.714037034382566560e+02
1.177882173473799867e+03,-1.549670480960426744e+02
1.178882073451281940e+03,-1.623855673304092306e+02
1.179881973428764013e+03,-1.653911314752889723e+02
1.180881873406246086e+03,-1.787762852664860986e+02
1.181881773383727932e+03,-1.946499850442776562e+02
1.182881673361210005e+03,-1.827947447483967665e+02
1.183881573338692078e+03,-1.715240188970208237e+02
1.184881473316173924e+03,-1.820210069190090962e+02
1.185881373293655997e+03,-1.651142751060410774e+02
1.186881273271138070e+03,-1.650007590072508492e+02
1.187881173248619916e+03,-1.712329630138055165e+02
1.188881073226101989e+03,-1.762184144706585869e+02
1.189880973203584063e+03,-1.668213344245533847e+02
1.190880873181065908e+03,-1.677225215635764357e+02
1.191880773158547981e+03,-1.748348761616035745e+02
1.192880673136030055e+03,-1.774170671116178539e+02
1.193880573113512128e+03,-1.828402465098282619e+02
1.194880473090993974e+03,-1.319776191519669055e+02
1.195880373068476047e+03,-1.257853731191234203e+02
1.196880273045958120e+03,-1.316140208199658730e+02
1.197880173023439966e+03,-1.608696039723498075e+02
1.198880073000922039e+03,-1.346759621964238818e+02
1.199879972978404112e+03,-1.273298564345494981e+02
1.200879872955885958e+03,-1.322556673518539583e+02
1.201879772933368031e+03,-1.615537135799110615e+02
1.202879672910850104e+03,-1.886038739642606288e+02
1.203879572888331950e+03,-1.764831424458358811e+02
1.204879472865814023e+03,-1.743217488998837155e+02
1.205879372843296096e+03,-1.849334919966776170e+02
1.206879272820777942e+03,-1.681064018546582020e+02
1.207879172798260015e+03,-1.667803746935437630e+02
1.208879072775742088e+03,-1.591976332424462441e+02
1.209878972753223934e+03,-1.588828934861636810e+02
1.210878872730706007e+03,-1.758159799168271320e+02
1.211878772708188080e+03,-1.759452626405546312e+02
1.212878672685669926e+03,-1.860181629694167214e+02
1.213878572663152227e+03,-1.806255288801326913e+02
1.214878472640634072e+03,-1.804370110270166947e+02
1.215878372618115918e+03,-1.925393918663494048e+02
1.216878272595598219e+03,-1.835128435454608393e+02
1.217878172573080064e+03,-1.779807407669826773e+02
1.218878072550561910e+03,-1.831434149722351208e+02
1.219877972528044211e+03,-1.773021417299662232e+02
1.220877872505526057e+03,-1.641728420490025542e+02
1.221877772483007902e+03,-1.625859571276702695e+02
1.222877672460490203e+03,-1.668931508110368327e+02
1.223877572437972049e+03,-1.703127991794566753e+02
1.224877472415454122e+03,-1.748242080539017422e+02
1.225877372392936195e+03,-1.815299850739665999e+02
1.226877272370418041e+03,-1.708636135305641517e+02
1.227877172347900114e+03,-1.683718925562622815e+02
1.228877072325382187e+03,-1.875084577967528787e+02
1.229876972302864033e+03,-1.630198133863165992e+02
1.230876872280346333e+03,-1.641652029438037630e+02
1.231876772257828179e+03,-1.763193052792833555e+02
1.232876672235310025e+03,-1.820343074789569755e+02
1.233876572212792325e+03,-1.754901243041042562e+02
1.234876472190274171e+03,-1.717168629732863678e+02
1.235876372167756017e+03,-1.798405958104780780e+02
1.236876272145238318e+03,-1.755060168574128738e+02
1.237876172122720163e+03,-1.781817274323271931e+02
1.238876072100202009e+03,-1.753641346178110609e+02
1.239875972077684310e+03,-1.693303661956243786e+02
1.240875872055166155e+03,-1.751189106179028272e+02
1.241875772032648001e+03,-1.828168785520457504e+02
1.242875672010130302e+03,-1.756269282554954714e+02
1.243875571987612147e+03,-1.663415041881015668e+02
1.244875471965093993e+03,-1.628414280708872468e+02
1.245875371942576294e+03,-1.689483165971097378e+02
1.246875271920058140e+03,-1.871401228553223461e+02
1.247875171897540213e+03,-1.749053303491383531e+02
1.248875071875022286e+03,-1.714433641153912049e+02
1.249874971852504132e+03,-1.767885434118422836e+02
1.250874871829986205e+03,-1.694676072314115345e+02
1.251874771807468278e+03,-1.780941520870143506e+02
1.252874671784950124e+03,-1.571912559653686117e+02
1.253874571762432197e+03,-1.587883141067053145e+02
1.254874471739914270e+03,-1.732403827205703806e+02
1.255874371717396116e+03,-1.751601415676520617e+02
1.256874271694878189e+03,-1.851654036383164055e+02
1.257874171672360262e+03,-1.784535522544334469e+02
1.258874071649842108e+03,-1.641753209020181714e+02
1.259873971627324181e+03,-1.610992345910806307e+02
1.260873871604806254e+03,-1.738568903323337622e+02
1.261873771582288100e+03,-1.738555379449090310e+02
1.262873671559770173e+03,-1.777459985503183475e+02
1.263873571537252246e+03,-1.739273002661579710e+02
1.264873471514734319e+03,-1.893608179836142824e+02
1.265873371492216165e+03,-1.694197077757876855e+02
1.266873271469698238e+03,-1.708766140875323742e+02
1.267873171447180312e+03,-1.782506046051782391e+02
1.268873071424662385e+03,-1.911400620387148308e+02
1.269872971402144231e+03,-1.963178687072818320e+02
1.270872871379626304e+03,-1.853873364411533942e+02
1.271872771357108377e+03,-1.824483372394605851e+02
1.272872671334590223e+03,-1.745353896020543516e+02
1.273872571312072296e+03,-1.662583800428635072e+02
1.274872471289554369e+03,-1.555963381349874624e+02
1.275872371267036215e+03,-1.567982886906437727e+02
1.276872271244518288e+03,-1.694526765204492449e+02
1.277872171222000361e+03,-1.852982258261250195e+02
1.278872071199482207e+03,-1.745198786428210269e+02
1.279871971176964280e+03,-1.729484569847605826e+02
1.280871871154446353e+03,-1.783035884094360313e+02
1.281871771131928199e+03,-1.688819083018425715e+02
1.282871671109410272e+03,-1.878500239370715121e+02
1.283871571086892345e+03,-1.680264843631881035e+02
1.284871471064374418e+03,-1.601619833230490997e+02
1.285871371041856264e+03,-1.666463869045531965e+02
1.286871271019338337e+03,-1.570476963789946581e+02
1.287871170996820410e+03,-1.507308053794363616e+02
1.288871070974302256e+03,-1.560884396574863331e+02
1.289870970951784329e+03,-1.915931026128635608e+02
1.290870870929266403e+03,-1.791620208397250451e+02
1.291870770906748248e+03,-1.873634649384975148e+02
1.292870670884230321e+03,-1.898754443931802030e+02
1.293870570861712395e+03,-1.803916149892784802e+02
1.294870470839194240e+03,-1.890339152538561223e+02
1.295870370816676314e+03,-1.840112223649364580e+02
1.296870270794158387e+03,-1.666628129169891110e+02
1.297870170771640232e+03,-1.628288558276402398e+02
1.298870070749122306e+03,-1.667484901079905057e+02
1.299869970726604379e+03,-1.829285630710351995e+02
1.300869870704086225e+03,-1.738692724743303870e+02
1.301869770681568525e+03,-1.522095076147704731e+02
1.302869670659050371e+03,-1.500710723992308999e+02
1.303869570636532217e+03,-1.639355595848931273e+02
1.304869470614014517e+03,-1.749711853490038322e+02
1.305869370591496363e+03,-1.527975531636037942e+02
1.306869270568978209e+03,-1.488586180055819170e+02
1.307869170546460509e+03,-1.564025653336120172e+02
1.308869070523942355e+03,-1.700009982623254814e+02
1.309868970501424201e+03,-1.698756617989002393e+02
1.310868870478906501e+03,-1.737173703060588821e+02
1.311868770456388347e+03,-1.712091274341179599e+02
1.312868670433870193e+03,-1.721735224014552728e+02
1.313868570411352493e+03,-1.703274626535799712e+02
1.314868470388834339e+03,-1.686263919708509036e+02
1.315868370366316412e+03,-1.606138390903288382e+02
1.316868270343798486e+03,-1.641521117919758126e+02
1.317868170321280331e+03,-1.825939461022304044e+02
1.318868070298762632e+03,-1.676501069320146371e+02
1.319867970276244478e+03,-1.683160183419129794e+02
1.320867870253726323e+03,-1.729564418373885246e+02
1.321867770231208624e+03,-1.884574973431004992e+02
1.322867670208690470e+03,-1.764773654507185086e+02
1.323867570186172316e+03,-1.798059886116968187e+02
1.324867470163654616e+03,-1.798487327773182187e+02
1.325867370141136462e+03,-1.842985976346061250e+02
1.326867270118618308e+03,-1.812503792089264039e+02
1.327867170096100608e+03,-1.558205841506743639e+02
1.328867070073582454e+03,-1.511152112015894886e+02
1.329866970051064300e+03,-1.546670030338368633e+02
1.330866870028546600e+03,-1.667685706982046838e+02
1.331866770006028446e+03,-1.694697435391283875e+02
1.332866669983510292e+03,-1.690486000883275324e+02
1.333866569960992592e+03,-1.978116417461927483e+02
1.334866469938474438e+03,-1.872410431462443512e+02
1.335866369915956511e+03,-1.729541055082988805e+02
1.336866269893438584e+03,-1.678491739930663584e+02
1.337866169870920430e+03,-1.542237662166996586e+02
1.338866069848402503e+03,-1.619803775023924572e+02
1.339865969825884576e+03,-1.656709561060392844e+02
1.340865869803366422e+03,-1.874615602522905533e+02
1.341865769780848495e+03,-1.843466675623135416e+02
1.342865669758330569e+03,-1.830765698670671782e+02
1.343865569735812414e+03,-1.771461757150590870e+02
1.344865469713294488e+03,-1.923816177508372789e+02
1.345865369690776561e+03,-1.651416267246635812e+02
1.346865269668258406e+03,-1.651650345431183950e+02
1.347865169645740480e+03,-1.707194498829257157e+02
1.348865069623222553e+03,-1.766252296071766352e+02
1.349864969600704399e+03,-1.642054524735094390e+02
1.350864869578186472e+03,-1.635277806750048626e+02
1.351864769555668545e+03,-1.893567310577067246e+02
1.352864669533150391e+03,-1.741135992269325357e+02
1.353864569510632464e+03,-1.759217230611505727e+02
1.354864469488114537e+03,-1.555010037597342034e+02
1.355864369465596610e+03,-1.491735874399684008e+02
1.356864269443078456e+03,-1.549823273025775734e+02
1.357864169420560529e+03,-1.605006926683448114e+02
1.358864069398042602e+03,-1.366610798375126876e+02
1.359863969375524675e+03,-1.291406756436597618e+02
1.360863869353006521e+03,-1.338223948126253333e+02
1.361863769330488594e+03,-1.593590784657193353e+02
1.362863669307970667e+03,-1.822435326961029034e+02
1.363863569285452513e+03,-1.842879996548962254e+02
1.364863469262934586e+03,-1.808234994497725552e+02
1.365863369240416660e+03,-1.879764749823010845e+02
1.366863269217898505e+03,-1.687975013886716624e+02
1.367863169195380578e+03,-1.703515060640679906e+02
1.368863069172862652e+03,-1.590951697056788987e+02
1.369862969150344497e+03,-1.581096349949657736e+02
1.370862869127826571e+03,-1.815335804144244491e+02
1.371862769105308644e+03,-1.742697960900139265e+02
1.372862669082790717e+03,-1.815767204290599750e+02
1.373862569060272563e+03,-1.731701713558183542e+02
1.374862469037754636e+03,-1.785239983148983356e+02
1.375862369015236709e+03,-1.841050010731337352e+02
1.376862268992718555e+03,-1.848576934133819236e+02
1.377862168970200628e+03,-1.795612564080632865e+02
1.378862068947682701e+03,-1.823635941662054734e+02
1.379861968925164547e+03,-1.736060872241074549e+02
1.380861868902646620e+03,-1.682073468618434617e+02
1.381861768880128693e+03,-1.729730067188398266e+02
1.382861668857610539e+03,-1.700421781618000239e+02
1.383861568835092612e+03,-1.705239708935399960e+02
1.384861468812574685e+03,-1.810899561492876728e+02
1.385861368790056531e+03,-1.867926942117614999e+02
1.386861268767538604e+03,-1.698431995101133225e+02
1.387861168745020677e+03,-1.670598992264810363e+02
1.388861068722502523e+03,-1.778187610380693684e+02
1.389860968699984824e+03,-1.590203886957676787e+02
1.390860868677466669e+03,-1.558523497176829551e+02
1.391860768654948515e+03,-1.599639606640820944e+02
1.392860668632430816e+03,-1.749327212709179094e+02
1.393860568609912661e+03,-1.780180678686407418e+02
1.394860468587394507e+03,-1.713882210572829479e+02
1.395860368564876808e+03,-1.843152681956706260e+02
1.396860268542358654e+03,-1.724184875416223122e+02
1.397860168519840499e+03,-1.811371029991055082e+02
1.398860068497322800e+03,-1.713548449459825633e+02
1.399859968474804646e+03,-1.673762015442443101e+02
1.400859868452286491e+03,-1.693225248776440139e+02
1.401859768429768792e+03,-1.756327689979115121e+02
1.402859668407250638e+03,-1.815341540896881156e+02
1.403859568384732711e+03,-1.799003368015121964e+02
1.404859468362214784e+03,-1.685418783425876939e+02
1.405859368339696630e+03,-1.718502360628372401e+02
1.406859268317178930e+03,-1.816375457308110981e+02
1.407859168294660776e+03,-1.720463752145055878e+02
1.408859068272142622e+03,-1.738391723555309909e+02
1.409858968249624922e+03,-1.834140285695305010e+02
1.410858868227106768e+03,-1.686795014402525794e+02
1.411858768204588614e+03,-1.672214797964466584e+02
1.412858668182070915e+03,-1.516942012483375493e+02
1.413858568159552760e+03,-1.532472818982957392e+02
1.414858468137034606e+03,-1.878129365772097685e+02
1.415858368114516907e+03,-1.737547500392648203e+02
1.416858268091998752e+03,-1.790009860553953729e+02
1.417858168069480598e+03,-1.801696516307033562e+02
1.418858068046962899e+03,-1.508789501345093242e+02
1.419857968024444745e+03,-1.450319532474968582e+02
1.420857868001926590e+03,-1.510988047577438635e+02
1.421857767979408891e+03,-1.731903556617395452e+02
1.422857667956890737e+03,-1.735298921708947546e+02
1.423857567934372582e+03,-1.797392100602595519e+02
1.424857467911854883e+03,-1.845885502472493158e+02
1.425857367889336729e+03,-1.694897039163259649e+02
1.426857267866818802e+03,-1.688748687191250326e+02
1.427857167844300875e+03,-1.764066621601914164e+02
1.428857067821782721e+03,-2.017979116822868377e+02
1.429856967799264794e+03,-1.841524516879780435e+02
1.430856867776746867e+03,-1.808346405929648881e+02
1.431856767754228713e+03,-1.725099881738156000e+02
1.432856667731710786e+03,-1.716844590723127908e+02
1.433856567709192859e+03,-1.658903653447708564e+02
1.434856467686674705e+03,-1.545942131171033225e+02
1.435856367664156778e+03,-1.556325525413884350e+02
1.436856267641638851e+03,-1.676079354324373583e+02
1.437856167619120697e+03,-1.796970736240126882e+02
1.438856067596602770e+03,-1.742139043303262440e+02
1.439855967574084843e+03,-1.816985117202845856e+02
1.440855867551566689e+03,-1.740221508801353139e+02
1.441855767529048762e+03,-1.714144975473168131e+02
1.442855667506530835e+03,-1.808786090931578769e+02
1.443855567484012909e+03,-1.586845296847870372e+02
1.444855467461494754e+03,-1.534374337962606205e+02
1.445855367438976828e+03,-1.615303248302646750e+02
1.446855267416458901e+03,-1.576415316479602780e+02
1.447855167393940974e+03,-1.512589192621666427e+02
1.448855067371422820e+03,-1.579409731913187898e+02
1.449854967348904893e+03,-1.850461369872477064e+02
1.450854867326386966e+03,-1.819991425306304507e+02
1.451854767303868812e+03,-1.871792878392975013e+02
1.452854667281350885e+03,-1.803980118898115563e+02
1.453854567258832958e+03,-1.732807855958248240e+02
1.454854467236314804e+03,-1.839761975352817842e+02
1.455854367213796877e+03,-1.943129054062134742e+02
1.456854267191278950e+03,-1.669395505689523418e+02
1.457854167168760796e+03,-1.644423207946920513e+02
1.458854067146242869e+03,-1.743486839457316080e+02
1.459853967123724942e+03,-1.759267780602587550e+02
1.460853867101207015e+03,-1.811480339756069213e+02
1.461853767078688861e+03,-1.694154412850727454e+02
1.462853667056170934e+03,-1.664317554027215920e+02
1.463853567033653007e+03,-1.845686325742192935e+02
1.464853467011134853e+03,-1.783297281874232567e+02
1.465853366988616926e+03,-1.542240896031460977e+02
1.466853266966099000e+03,-1.499706013903127086e+02
1.467853166943580845e+03,-1.579974415276348623e+02
1.468853066921062918e+03,-1.698336502783795368e+02
1.469852966898544992e+03,-1.726708265617145912e+02
1.470852866876026837e+03,-1.722785666778520977e+02
1.471852766853508911e+03,-1.693529435717891829e+02
1.472852666830990984e+03,-1.868018201913840812e+02
1.473852566808472830e+03,-1.739165197714577005e+02
1.474852466785954903e+03,-1.860077482905908823e+02
1.475852366763436976e+03,-1.700134590570172861e+02
1.476852266740918822e+03,-1.709672318100107020e+02
1.477852166718401122e+03,-1.798413346546976754e+02
1.478852066695882968e+03,-1.693946499504887129e+02
1.479851966673364814e+03,-1.697596303910887912e+02
1.480851866650847114e+03,-1.731520476082022810e+02
1.481851766628328960e+03,-1.867745819177514761e+02
1.482851666605810806e+03,-1.743468354838237246e+02
1.483851566583293106e+03,-1.880034648940294062e+02
1.484851466560774952e+03,-1.724394114234702329e+02
1.485851366538256798e+03,-1.823300648875123784e+02
1.486851266515739098e+03,-1.800553742462861067e+02
1.487851166493220944e+03,-1.584678164012067896e+02
1.488851066470702790e+03,-1.534227608236456888e+02
1.489850966448185090e+03,-1.559131403408731558e+02
1.490850866425666936e+03,-1.677930225437073091e+02
1.491850766403149009e+03,-1.679051990712823113e+02
1.492850666380631083e+03,-1.687750991553339190e+02
1.493850566358112928e+03,-1.870671754006989431e+02
1.494850466335595229e+03,-1.831898665722943633e+02
1.495850366313077075e+03,-1.750853953128945477e+02
1.496850266290558920e+03,-1.830372658845151079e+02
1.497850166268041221e+03,-1.617580877070551537e+02
1.498850066245523067e+03,-1.801585417872662731e+02
1.499849966223004913e+03,-1.663945291400400777e+02
1.500849866200487213e+03,-1.776621319337770615e+02
1.501849766177969059e+03,-1.793571507190476950e+02
1.502849666155450905e+03,-1.808002092431204915e+02
1.503849566132933205e+03,-1.887227856216094040e+02
1.504849466110415051e+03,-1.802860761732887624e+02
1.505849366087896897e+03,-1.676491657375942737e+02
1.506849266065379197e+03,-1.678665977893365948e+02
1.507849166042861043e+03,-1.707963402332279941e+02
1.508849066020342889e+03,-1.774582591337818371e+02
1.509848965997825189e+03,-1.633047417300025757e+02
1.510848865975307035e+03,-1.680854603328336054e+02
1.511848765952788881e+03,-1.643906470572062233e+02
1.512848665930271181e+03,-1.794082251114123210e+02
1.513848565907753027e+03,-1.770025188122240820e+02
1.514848465885235100e+03,-1.902592776851170981e+02
1.515848365862717174e+03,-1.762009523277646679e+02
1.516848265840199019e+03,-1.789383445698172181e+02
1.517848165817681092e+03,-1.604755893885795786e+02
1.518848065795163166e+03,-1.367196379301153684e+02
1.519847965772645011e+03,-1.290570954914506956e+02
1.520847865750127085e+03,-1.335395036907365807e+02
1.521847765727609158e+03,-1.573079679551247239e+02
1.522847665705091003e+03,-1.867853264586094042e+02
1.523847565682573077e+03,-1.838365968371645920e+02
1.524847465660055150e+03,-1.840651832308136022e+02
1.525847365637536996e+03,-1.827499009423134453e+02
1.526847265615019069e+03,-1.697063717383036590e+02
1.527847165592501142e+03,-1.756119794271273804e+02
1.528847065569982988e+03,-1.599410846092846441e+02
1.529846965547465061e+03,-1.580295333960069684e+02
1.530846865524947134e+03,-1.814620895068394191e+02
1.531846765502429207e+03,-1.717935364095103239e+02
1.532846665479911053e+03,-1.728166700523686643e+02
1.533846565457393126e+03,-1.688877627290739269e+02
1.534846465434875199e+03,-1.834439147542104251e+02
1.535846365412357272e+03,-1.758161605794053912e+02
1.536846265389839118e+03,-1.840756849493239997e+02
1.537846165367321191e+03,-1.745561115784296931e+02
1.538846065344803264e+03,-1.813630198172172641e+02
1.539845965322285110e+03,-1.728000926617237099e+02
1.540845865299767183e+03,-1.824218421530373462e+02
1.541845765277249257e+03,-1.614858352391541416e+02
1.542845665254731102e+03,-1.735622740372508872e+02
1.543845565232213175e+03,-1.706967274717126202e+02
1.544845465209695249e+03,-1.871026816826367281e+02
1.545845365187177094e+03,-1.847432978766519227e+02
