freq_kHz,power_dB
3.349664924564711441e+02,-1.438298767566319043e+02
3.359663924339531036e+02,-1.414078936907042703e+02
3.369662924114351199e+02,-1.386961120216066661e+02
3.379661923889171362e+02,-1.358033300237681544e+02
3.389660923663991525e+02,-1.324000018219482513e+02
3.399659923438811688e+02,-1.288231984713050053e+02
3.409658923213631283e+02,-1.245080424774973693e+02
3.419657922988451446e+02,-1.193055503796158945e+02
3.429656922763271609e+02,-1.127975355116551412e+02
3.439655922538091772e+02,-1.039436917912489378e+02
3.449654922312911367e+02,-8.938394262184844763e+01
3.459653922087731530e+02,-7.058937553003814003e+01
3.469652921862551693e+02,-6.836458437828645174e+01
3.479651921637371288e+02,-7.883802582803997439e+01
3.489650921412192019e+02,-9.944197096165419225e+01
3.499649921187011614e+02,-1.097928825840420330e+02
3.509648920961831777e+02,-1.170004369860046864e+02
3.519647920736651940e+02,-1.226327020737690532e+02
3.529646920511471535e+02,-1.271948367049066775e+02
3.539645920286292267e+02,-1.309697207143424862e+02
3.549644920061111861e+02,-1.348073794156001952e+02
3.559643919835931456e+02,-1.369766413510762391e+02
3.569642919610752188e+02,-1.401657514651182339e+02
3.579641919385571782e+02,-1.425259410988539344e+02
3.589640919160391945e+02,-1.450287780406174249e+02
3.599639918935212108e+02,-1.455109465890608931e+02
3.609638918710032272e+02,-1.491765989598899012e+02
3.619637918484852435e+02,-1.504576533093877515e+02
3.629636918259672029e+02,-1.513068620839339928e+02
3.639635918034492192e+02,-1.527832365166605371e+02
3.649634917809312356e+02,-1.562352942859489531e+02
3.659633917584132519e+02,-1.550302073125531592e+02
3.669632917358952113e+02,-1.567249493213537903e+02
3.679631917133772276e+02,-1.587538653511038262e+02
3.689630916908592440e+02,-1.635339002928938328e+02
3.699629916683412034e+02,-1.562806755145905981e+02
3.709628916458232766e+02,-1.624566790692053075e+02
3.719627916233052360e+02,-1.652310014369069791e+02
3.729626916007872524e+02,-1.616704877454195639e+02
3.739625915782692687e+02,-1.651300363937967859e+02
3.749624915557512281e+02,-1.694806189433352301e+02
3.759623915332333013e+02,-1.628602244377102011e+02
3.769622915107152608e+02,-1.766181194275859525e+02
3.779621914881972202e+02,-1.556149840141202674e+02
3.789620914656792934e+02,-1.639232036438200453e+02
3.799619914431612528e+02,-1.677722606950437125e+02
3.809618914206432692e+02,-1.681462371281372157e+02
3.819617913981252855e+02,-1.720009545276801077e+02
